TimeGenerated,EventID,Computer,Provider,Channel,RecordID,Level,AdditionalErrorMessage,AppType,AppVersion,Binary,CACertIdentifier,CACommonName,CAKeyIdentifier,Class,DCName,DCSpecifier,Data_text,Data_text_0,Data_text_1,Data_text_10,Data_text_11,Data_text_12,Data_text_13,Data_text_14,Data_text_15,Data_text_16,Data_text_17,Data_text_18,Data_text_19,Data_text_2,Data_text_20,Data_text_21,Data_text_22,Data_text_3,Data_text_4,Data_text_5,Data_text_6,Data_text_7,Data_text_8,Data_text_9,DisplayName,ErrorCode,ErrorMessageText,ErrorString,EventProvider,Files_File,FullPath,LDAPPath,Library,MethodName,Name,Namespace,Pid,PolicyModuleDescription,Query,Reason,RmSessionId,Status,TSSessionId,URL,UTCStartTime,User,Win32Error,attributes_Name,attributes_xmlns,binaryData,binaryDataSize,nFiles,param1,param10,param11,param12,param2,param3,param4,param5,param6,param7,param8,param9
2025-06-08T14:32:02.561872Z,"{'#attributes': {'Qualifiers': 0}, '#text': 640}",WIN-P4PGN19G2KB,ESENT,Application,13,3,,,,,,,,,,,,Catalog Database,"1076,D,35",,,,,,,,,,,Catalog Database: ,,,,-1919,C:\Windows\system32\CatRoot2\{127D0A1D-4EF2-11D1-8608-00C04FC295EE}\catdb.jfm,[SignDbHdrFromDb:Create time:00/00/1900 00:00:00.000 Rand:0 Computer:] [SignFmHdrFromDb:Create time:00/00/1900 00:00:00.000 Rand:0 Computer:] [SignDbHdrFromFm:Create time:06/08/2025 14:32:00.999 Rand:1587964856 Computer:] [SignFmHdrFromFm:Create time:06/08/2025 14:32:01.218 Rand:1528850171 Computer:],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T14:32:02.561872Z,"{'#attributes': {'Qualifiers': 0}, '#text': 636}",WIN-P4PGN19G2KB,ESENT,Application,14,3,,,,,,,,,,,,Catalog Database,"1076,D,35",,,,,,,,,,,Catalog Database: ,,,,C:\Windows\system32\CatRoot2\{127D0A1D-4EF2-11D1-8608-00C04FC295EE}\catdb.jfm,ReadHdrFailed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T14:32:02.618912Z,"{'#attributes': {'Qualifiers': 0}, '#text': 640}",WIN-P4PGN19G2KB,ESENT,Application,15,3,,,,,,,,,,,,Catalog Database,"1076,D,35",,,,,,,,,,,Catalog Database: ,,,,-1919,C:\Windows\system32\CatRoot2\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\catdb.jfm,[SignDbHdrFromDb:Create time:00/00/1900 00:00:00.000 Rand:0 Computer:] [SignFmHdrFromDb:Create time:00/00/1900 00:00:00.000 Rand:0 Computer:] [SignDbHdrFromFm:Create time:06/08/2025 14:32:01.014 Rand:2264396393 Computer:] [SignFmHdrFromFm:Create time:06/08/2025 14:32:02.546 Rand:837559065 Computer:],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T14:32:02.618912Z,"{'#attributes': {'Qualifiers': 0}, '#text': 636}",WIN-P4PGN19G2KB,ESENT,Application,16,3,,,,,,,,,,,,Catalog Database,"1076,D,35",,,,,,,,,,,Catalog Database: ,,,,C:\Windows\system32\CatRoot2\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\catdb.jfm,ReadHdrFailed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T14:32:38.003237Z,"{'#attributes': {'Qualifiers': 0}, '#text': 4112}",WIN-P4PGN19G2KB,Microsoft-Windows-CAPI2,Application,17,4,,,,,,,,,,,"‎Wednesday, ‎December ‎4, ‎2024 11:00:14 AM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T14:32:39.858292Z,"{'#attributes': {'Qualifiers': 0}, '#text': 4097}",WIN-P4PGN19G2KB,Microsoft-Windows-CAPI2,Application,18,4,,,,,,,,,,,,"CN=DigiCert Global Root CA, OU=www.digicert.com, O=DigiCert Inc, C=US",A8985D3A65E5E5C4B2D7D66D40C6DD2FB19C5436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T14:32:44.830774Z,"{'#attributes': {'Qualifiers': 32768}, '#text': 6003}",WIN-P4PGN19G2KB,Microsoft-Windows-Winlogon,Application,19,4,,,,D9060000,,,,,,,SessionEnv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T14:32:45.315522Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 5}",WIN-P4PGN19G2KB,Microsoft-Windows-Search-ProfileNotify,Application,20,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIN-P4PGN19G2KB\Administrator,,,,,,,,,,,,,,,,,,
2025-06-08T14:32:45.596979Z,"{'#attributes': {'Qualifiers': 32768}, '#text': 6000}",WIN-P4PGN19G2KB,Microsoft-Windows-Winlogon,Application,21,4,,,,D9060000,,,,,,,SessionEnv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T14:32:51.883214Z,"{'#attributes': {'Qualifiers': 0}, '#text': 4097}",WIN-P4PGN19G2KB,Microsoft-Windows-CAPI2,Application,22,4,,,,,,,,,,,,"CN=DigiCert Global Root G2, OU=www.digicert.com, O=DigiCert Inc, C=US",DF3C24F9BFD666761B268073FE06D1CC8D4F82A4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T14:32:52.101732Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 8230}",WIN-P4PGN19G2KB,Microsoft-Windows-Security-SPP,Application,23,4,,,,,,,,,,,Security-SPP-Action-StateData (REG_SZ) =AppId=55c92734-d682-4d71-983e-d6ec3f16059f;GraceEndDate=2025/06/18:14:32:51;LastConsumptionReason=0x4004f00c;LastNotificationId=NeverActivated;LicenseState=SL_LICENSING_STATUS_IN_GRACE_PERIOD;PartialProductKey=Y7XRX;ProductKeyType=Retail:TB:Eval;SkuId=7783a126-c108-4cf7-b59f-13c78c7a7337;ruleId=31e71c49-8da7-4a2f-ad92-45d98a1c79ba;uxDifferentiator=TIMEBASED_EVAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T14:32:58.461470Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1013}",WIN-P4PGN19G2KB,Microsoft-Windows-Security-SPP,Application,24,0,,,,,,,,,,,7783a126-c108-4cf7-b59f-13c78c7a7337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T14:32:58.484385Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1004}",WIN-P4PGN19G2KB,Microsoft-Windows-Security-SPP,Application,25,4,,,,,,,,,,,,XrML 2.1 License - {msft:sl/EUL/ACTIVATED/PUBLIC},71c93974-8b4c-40ea-bfd8-cf696588118a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T14:32:58.484385Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1004}",WIN-P4PGN19G2KB,Microsoft-Windows-Security-SPP,Application,26,4,,,,,,,,,,,,XrML 2.1 License - {msft:sl/EUL/ACTIVATED/PRIVATE},c1de8990-c63d-4fbe-91d9-8a799bc3f743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T14:32:58.502321Z,"{'#attributes': {'Qualifiers': 32768}, '#text': 1067}",WIN-P4PGN19G2KB,Microsoft-Windows-Security-SPP,Application,27,4,,,,01000000,,,,,,,,0x00000000,7783a126-c108-4cf7-b59f-13c78c7a7337,,,,,,,,,,,SL_ACTIVATION_VALIDATION_IN_PROGRESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T14:32:59.747882Z,"{'#attributes': {'Qualifiers': 49152}, '#text': 20488}",WIN-P4PGN19G2KB,Microsoft-Windows-Security-SPP,Application,28,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T14:32:59.898747Z,"{'#attributes': {'Qualifiers': 49152}, '#text': 20481}",WIN-P4PGN19G2KB,Microsoft-Windows-Security-SPP,Application,29,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T14:33:00.004258Z,"{'#attributes': {'Qualifiers': 49152}, '#text': 20482}",WIN-P4PGN19G2KB,Microsoft-Windows-Security-SPP,Application,30,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T14:33:00.111857Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1034}",WIN-P4PGN19G2KB,Microsoft-Windows-Security-SPP,Application,31,4,,,,,,,,,,,,Security-SPP-WriteWauMarker,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T14:33:00.160285Z,"{'#attributes': {'Qualifiers': 49152}, '#text': 20489}",WIN-P4PGN19G2KB,Microsoft-Windows-Security-SPP,Application,32,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T14:33:01.464863Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 12305}",WIN-P4PGN19G2KB,Microsoft-Windows-Security-SPP,Application,33,4,,,,,,,,,,,55c92734-d682-4d71-983e-d6ec3f16059f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T14:33:01.464863Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 12304}",WIN-P4PGN19G2KB,Microsoft-Windows-Security-SPP,Application,34,4,,,,,,,,,,,{99d92734-d682-4d71-983e-d6ec3f16059f},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T14:33:02.137915Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 12311}",WIN-P4PGN19G2KB,Microsoft-Windows-Security-SPP,Application,35,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T14:33:03.011191Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1036}",WIN-P4PGN19G2KB,Microsoft-Windows-Security-SPP,Application,36,4,,,,,,,,,,,,259200,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T14:33:03.044988Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1034}",WIN-P4PGN19G2KB,Microsoft-Windows-Security-SPP,Application,37,4,,,,,,,,,,,,Security-SPP-Reserved-LicenseProperties,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T14:33:03.044988Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1033}",WIN-P4PGN19G2KB,Microsoft-Windows-Security-SPP,Application,38,4,,,,,,,,,,,,(Security-SPP-Reserved-EnableNotificationMode) ,55c92734-d682-4d71-983e-d6ec3f16059f,,,,,,,,,,,7783a126-c108-4cf7-b59f-13c78c7a7337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T14:33:03.121086Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1003}",WIN-P4PGN19G2KB,Microsoft-Windows-Security-SPP,Application,39,4,,,,,,,,,,,,55c92734-d682-4d71-983e-d6ec3f16059f,"
1: 7783a126-c108-4cf7-b59f-13c78c7a7337, 1, 1 [(0 [0x00000000, 1, 0], [(?)( 1 0x00000000)(?)( 2 0x00000000 0 0 msft:rm/algorithm/hwid/4.0 0x00000000 0)(?)( 9 0x00000000 180 259200)( 10 0x00000000 msft:rm/algorithm/flags/1.0)(?)])(1 )(2 )(3 )]

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T14:33:03.121086Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1003}",WIN-P4PGN19G2KB,Microsoft-Windows-Security-SPP,Application,40,4,,,,,,,,,,,,55c92734-d682-4d71-983e-d6ec3f16059f,"
1: 7783a126-c108-4cf7-b59f-13c78c7a7337, 1, 1 [(0 [0x00000000, 1, 0], [(?)( 1 0x00000000)(?)( 2 0x00000000 0 0 msft:rm/algorithm/hwid/4.0 0x00000000 0)(?)( 9 0x00000000 180 259200)( 10 0x00000000 msft:rm/algorithm/flags/1.0)(?)])(1 )(2 )(3 )]

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T14:33:03.121086Z,"{'#attributes': {'Qualifiers': 32768}, '#text': 1037}",WIN-P4PGN19G2KB,Microsoft-Windows-Security-SPP,Application,41,4,,,,,,,,,,,,validity,259200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T14:33:03.168004Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1003}",WIN-P4PGN19G2KB,Microsoft-Windows-Security-SPP,Application,42,4,,,,,,,,,,,,55c92734-d682-4d71-983e-d6ec3f16059f,"
1: 7783a126-c108-4cf7-b59f-13c78c7a7337, 1, 1 [(0 [0x00000000, 1, 0], [(?)( 1 0x00000000)(?)( 2 0x00000000 0 0 msft:rm/algorithm/hwid/4.0 0x00000000 0)(?)( 9 0x00000000 180 259200)( 10 0x00000000 msft:rm/algorithm/flags/1.0)(?)])(1 )(2 )(3 )]

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T14:33:03.183195Z,"{'#attributes': {'Qualifiers': 49152}, '#text': 8197}",WIN-P4PGN19G2KB,Microsoft-Windows-Security-SPP,Application,43,4,,,,,,,,,,,RuleId=31e71c49-8da7-4a2f-ad92-45d98a1c79ba;Action=AutoActivate;AppId=55c92734-d682-4d71-983e-d6ec3f16059f;SkuId=7783a126-c108-4cf7-b59f-13c78c7a7337;NotificationInterval=1440;Trigger=UserLogon;SessionId=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T14:33:03.231956Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 8230}",WIN-P4PGN19G2KB,Microsoft-Windows-Security-SPP,Application,44,4,,,,,,,,,,,Security-SPP-Action-StateData (REG_SZ) =AppId=55c92734-d682-4d71-983e-d6ec3f16059f;GraceEndDate=2025/12/05:14:33:03;LastConsumptionReason=0x4004fc04;LastNotificationId=Cleanup;LicenseState=SL_LICENSING_STATUS_LICENSED;PartialProductKey=Y7XRX;ProductKeyType=Retail:TB:Eval;SkuId=7783a126-c108-4cf7-b59f-13c78c7a7337;ruleId=379cccfb-d4e0-48fe-b0f2-0136097be147;uxDifferentiator=TIMEBASED_EVAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T14:33:03.231956Z,"{'#attributes': {'Qualifiers': 49152}, '#text': 8197}",WIN-P4PGN19G2KB,Microsoft-Windows-Security-SPP,Application,45,4,,,,,,,,,,,RuleId=379cccfb-d4e0-48fe-b0f2-0136097be147;Action=CleanupState;AppId=55c92734-d682-4d71-983e-d6ec3f16059f;SkuId=7783a126-c108-4cf7-b59f-13c78c7a7337;Trigger=TimerEvent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T14:33:11.537383Z,"{'#attributes': {'Qualifiers': 0}, '#text': 4097}",WIN-P4PGN19G2KB,Microsoft-Windows-CAPI2,Application,46,4,,,,,,,,,,,,"CN=GlobalSign, O=GlobalSign, OU=GlobalSign Root CA - R3",D69B561148F01C77C54578C10926DF5B856976AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T14:33:12.609832Z,"{'#attributes': {'Qualifiers': 0}, '#text': 4109}",WIN-P4PGN19G2KB,Microsoft-Windows-CAPI2,Application,47,4,,,,,,,,,,,,"OU=Class 3 Public Primary Certification Authority, O=""VeriSign, Inc."", C=US",742C3192E607E424EB4549542BE1BBC53E6174E2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T14:33:12.609832Z,"{'#attributes': {'Qualifiers': 0}, '#text': 4108}",WIN-P4PGN19G2KB,Microsoft-Windows-CAPI2,Application,48,4,,,,,,,,,,,,"OU=Class 3 Public Primary Certification Authority, O=""VeriSign, Inc."", C=US",4F65566336DB6598581D584A596C87934D5F2AB4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T14:33:12.609832Z,"{'#attributes': {'Qualifiers': 0}, '#text': 4111}",WIN-P4PGN19G2KB,Microsoft-Windows-CAPI2,Application,49,4,,,,,,,,,,,"‎Wednesday, ‎May ‎14, ‎2025 8:55:19 AM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T14:33:12.609832Z,"{'#attributes': {'Qualifiers': 0}, '#text': 4097}",WIN-P4PGN19G2KB,Microsoft-Windows-CAPI2,Application,50,4,,,,,,,,,,,,"CN=DigiCert Trusted Root G4, OU=www.digicert.com, O=DigiCert Inc, C=US",DDFB16CD4931C973A2037D3FC83A4D7D775D05E4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T14:33:30.325502Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1040}",WIN-P4PGN19G2KB,MsiInstaller,Application,51,4,,,,,,,,,,,,C:\ProgramData\Package Cache\{46E11E7F-01E1-44D0-BB86-C67342D253DD}v14.32.31326\packages\vcRuntimeMinimum_x86\vc_runtimeMinimum_x86.msi,5952,,,,,,,,,,,(NULL),,,,(NULL),(NULL),(NULL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T14:33:30.636384Z,"{'#attributes': {'Qualifiers': 0}, '#text': 11707}",WIN-P4PGN19G2KB,MsiInstaller,Application,52,4,,,,7B34364531314537462D303145312D343444302D424238362D4336373334324432353344447D,,,,,,,,Product: Microsoft Visual C++ 2022 X86 Minimum Runtime - 14.32.31326 -- Installation completed successfully.,(NULL),,,,,,,,,,,(NULL),,,,(NULL),(NULL),(NULL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T14:33:30.636384Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1033}",WIN-P4PGN19G2KB,MsiInstaller,Application,53,4,,,,7B34364531314537462D303145312D343444302D424238362D4336373334324432353344447D3030303034366437646162616634393639336564656332303630636366626139393034653030303030393034,,,,,,,,Microsoft Visual C++ 2022 X86 Minimum Runtime - 14.32.31326,14.32.31326,,,,,,,,,,,1033,,,,0,Microsoft Corporation,(NULL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T14:33:30.636384Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1042}",WIN-P4PGN19G2KB,MsiInstaller,Application,54,4,,,,,,,,,,,,C:\ProgramData\Package Cache\{46E11E7F-01E1-44D0-BB86-C67342D253DD}v14.32.31326\packages\vcRuntimeMinimum_x86\vc_runtimeMinimum_x86.msi,5952,,,,,,,,,,,(NULL),,,,(NULL),(NULL),(NULL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T14:33:30.652042Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1040}",WIN-P4PGN19G2KB,MsiInstaller,Application,55,4,,,,,,,,,,,,C:\ProgramData\Package Cache\{A250E750-DB3F-40C1-8460-8EF77C7582DA}v14.32.31326\packages\vcRuntimeAdditional_x86\vc_runtimeAdditional_x86.msi,5952,,,,,,,,,,,(NULL),,,,(NULL),(NULL),(NULL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T14:33:30.932811Z,"{'#attributes': {'Qualifiers': 0}, '#text': 11707}",WIN-P4PGN19G2KB,MsiInstaller,Application,56,4,,,,7B41323530453735302D444233462D343043312D383436302D3845463737433735383244417D,,,,,,,,Product: Microsoft Visual C++ 2022 X86 Additional Runtime - 14.32.31326 -- Installation completed successfully.,(NULL),,,,,,,,,,,(NULL),,,,(NULL),(NULL),(NULL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T14:33:30.932811Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1033}",WIN-P4PGN19G2KB,MsiInstaller,Application,57,4,,,,7B41323530453735302D444233462D343043312D383436302D3845463737433735383244417D3030303034663365656264626237613531633438373262396630363537636136356165393030303030393034,,,,,,,,Microsoft Visual C++ 2022 X86 Additional Runtime - 14.32.31326,14.32.31326,,,,,,,,,,,1033,,,,0,Microsoft Corporation,(NULL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T14:33:30.948707Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1042}",WIN-P4PGN19G2KB,MsiInstaller,Application,58,4,,,,,,,,,,,,C:\ProgramData\Package Cache\{A250E750-DB3F-40C1-8460-8EF77C7582DA}v14.32.31326\packages\vcRuntimeAdditional_x86\vc_runtimeAdditional_x86.msi,5952,,,,,,,,,,,(NULL),,,,(NULL),(NULL),(NULL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
