TimeGenerated,EventID,Computer,Provider,Channel,RecordID,Level,AppName,Applications_Application,Binary,Class,Data_text,Data_text_0,Data_text_1,Data_text_10,Data_text_11,Data_text_12,Data_text_13,Data_text_14,Data_text_15,Data_text_16,Data_text_17,Data_text_18,Data_text_19,Data_text_2,Data_text_20,Data_text_21,Data_text_22,Data_text_3,Data_text_4,Data_text_5,Data_text_6,Data_text_7,Data_text_8,Data_text_9,EventProvider,Library,Namespace,Query,RebootReasons,RmSessionId,UTCStartTime,User,Win32Error,attributes_xmlns,binaryData,binaryDataSize,nApplications,param1,param10,param11,param12,param2,param3,param4,param5,param6,param7,param8,param9
2025-08-13T19:50:09.131531Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 4625}",WIN-LC7SFT89DTG,Microsoft-Windows-EventSystem,Application,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86400,,,,SuppressDuplicateDuration,Software\Microsoft\EventSystem\EventLog,,,,,,
2025-08-13T19:50:09.147631Z,1531,WIN-LC7SFT89DTG,Microsoft-Windows-User Profiles Service,Application,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13T19:50:09.496442Z,5615,WIN-LC7SFT89DTG,Microsoft-Windows-WMI,Application,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13T19:50:15.712798Z,5617,WIN-LC7SFT89DTG,Microsoft-Windows-WMI,Application,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13T19:50:16.813611Z,1532,WIN-LC7SFT89DTG,Microsoft-Windows-User Profiles Service,Application,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13T19:50:32.849153Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 4625}",WIN-LC7SFT89DTG,Microsoft-Windows-EventSystem,Application,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86400,,,,SuppressDuplicateDuration,Software\Microsoft\EventSystem\EventLog,,,,,,
2025-08-13T19:50:32.896019Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1016}",WIN-LC7SFT89DTG,Microsoft-Windows-Security-SPP,Application,7,4,,,,,,7783a126-c108-4cf7-b59f-13c78c7a7337,db971a64-f523-beb8-94a1-906138c37845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13T19:50:32.943040Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1034}",WIN-LC7SFT89DTG,Microsoft-Windows-Security-SPP,Application,8,4,,,,,,Security-SPP-WriteWauMarker,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13T19:50:32.958546Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1003}",WIN-LC7SFT89DTG,Microsoft-Windows-Security-SPP,Application,9,4,,,,,,55c92734-d682-4d71-983e-d6ec3f16059f,"
1: 7783a126-c108-4cf7-b59f-13c78c7a7337, 1, 0 [(0 )(1 )(2 )(3 [0x00000000, 0, 1], [(?)( 1 0x00000000)( 6 0x00000000 10 14400)(?)(?)(?)( 10 0x00000000 msft:rm/algorithm/flags/1.0)(?)])]

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13T19:50:32.864357Z,1531,WIN-LC7SFT89DTG,Microsoft-Windows-User Profiles Service,Application,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13T19:50:33.192398Z,5615,WIN-LC7SFT89DTG,Microsoft-Windows-WMI,Application,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13T19:50:33.566507Z,5617,WIN-LC7SFT89DTG,Microsoft-Windows-WMI,Application,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13T10:50:39.057841Z,"{'#attributes': {'Qualifiers': 0}, '#text': 640}",WIN-LC7SFT89DTG,ESENT,Application,13,3,,,,,,Catalog Database,"1184,D,35",,,,,,,,,,,Catalog Database: ,,,,-1919,C:\Windows\system32\CatRoot2\{127D0A1D-4EF2-11D1-8608-00C04FC295EE}\catdb.jfm,[SignDbHdrFromDb:Create time:00/00/1900 00:00:00.000 Rand:0 Computer:] [SignFmHdrFromDb:Create time:00/00/1900 00:00:00.000 Rand:0 Computer:] [SignDbHdrFromFm:Create time:08/13/2025 10:50:37.565 Rand:3244127940 Computer:] [SignFmHdrFromFm:Create time:08/13/2025 10:50:37.806 Rand:2080821892 Computer:],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13T10:50:39.057841Z,"{'#attributes': {'Qualifiers': 0}, '#text': 636}",WIN-LC7SFT89DTG,ESENT,Application,14,3,,,,,,Catalog Database,"1184,D,35",,,,,,,,,,,Catalog Database: ,,,,C:\Windows\system32\CatRoot2\{127D0A1D-4EF2-11D1-8608-00C04FC295EE}\catdb.jfm,ReadHdrFailed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13T10:50:39.095498Z,"{'#attributes': {'Qualifiers': 0}, '#text': 640}",WIN-LC7SFT89DTG,ESENT,Application,15,3,,,,,,Catalog Database,"1184,D,35",,,,,,,,,,,Catalog Database: ,,,,-1919,C:\Windows\system32\CatRoot2\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\catdb.jfm,[SignDbHdrFromDb:Create time:00/00/1900 00:00:00.000 Rand:0 Computer:] [SignFmHdrFromDb:Create time:00/00/1900 00:00:00.000 Rand:0 Computer:] [SignDbHdrFromFm:Create time:08/13/2025 10:50:37.565 Rand:901488647 Computer:] [SignFmHdrFromFm:Create time:08/13/2025 10:50:39.026 Rand:1361731307 Computer:],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13T10:50:39.095498Z,"{'#attributes': {'Qualifiers': 0}, '#text': 636}",WIN-LC7SFT89DTG,ESENT,Application,16,3,,,,,,Catalog Database,"1184,D,35",,,,,,,,,,,Catalog Database: ,,,,C:\Windows\system32\CatRoot2\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\catdb.jfm,ReadHdrFailed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13T10:52:35.680916Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 4202}",WIN-LC7SFT89DTG,Microsoft-Windows-MSDTC 2,Application,17,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,1,Mutual Authentication Required,NT AUTHORITY\NetworkService
2025-08-13T10:54:02.418960Z,"{'#attributes': {'Qualifiers': 0}, '#text': 4112}",WIN-LC7SFT89DTG,Microsoft-Windows-CAPI2,Application,18,4,,,,,"‎Wednesday, ‎December ‎4, ‎2024 11:00:14 AM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13T10:54:04.510312Z,"{'#attributes': {'Qualifiers': 0}, '#text': 4097}",WIN-LC7SFT89DTG,Microsoft-Windows-CAPI2,Application,19,4,,,,,,"CN=DigiCert Global Root CA, OU=www.digicert.com, O=DigiCert Inc, C=US",A8985D3A65E5E5C4B2D7D66D40C6DD2FB19C5436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13T10:54:07.401066Z,"{'#attributes': {'Qualifiers': 0}, '#text': 4097}",WIN-LC7SFT89DTG,Microsoft-Windows-CAPI2,Application,20,4,,,,,,"CN=DigiCert Global Root G2, OU=www.digicert.com, O=DigiCert Inc, C=US",DF3C24F9BFD666761B268073FE06D1CC8D4F82A4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13T10:54:07.619817Z,"{'#attributes': {'Qualifiers': 0}, '#text': 4097}",WIN-LC7SFT89DTG,Microsoft-Windows-CAPI2,Application,21,4,,,,,,"CN=DigiCert Global Root G3, OU=www.digicert.com, O=DigiCert Inc, C=US",7E04DE896A3E666D00E687D33FFAD93BE83D349E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13T10:54:08.869963Z,"{'#attributes': {'Qualifiers': 32768}, '#text': 6003}",WIN-LC7SFT89DTG,Microsoft-Windows-Winlogon,Application,22,4,,,D9060000,,SessionEnv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13T10:54:09.370087Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 5}",WIN-LC7SFT89DTG,Microsoft-Windows-Search-ProfileNotify,Application,23,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIN-LC7SFT89DTG\Administrator,,,,,,,,,,,,,,,,,
2025-08-13T10:54:09.635710Z,"{'#attributes': {'Qualifiers': 32768}, '#text': 6000}",WIN-LC7SFT89DTG,Microsoft-Windows-Winlogon,Application,24,4,,,D9060000,,SessionEnv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13T10:54:10.448330Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 8230}",WIN-LC7SFT89DTG,Microsoft-Windows-Security-SPP,Application,25,4,,,,,Security-SPP-Action-StateData (REG_SZ) =AppId=55c92734-d682-4d71-983e-d6ec3f16059f;GraceEndDate=2025/08/23:10:51:10;LastConsumptionReason=0x4004f00c;LastNotificationId=NeverActivated;LicenseState=SL_LICENSING_STATUS_IN_GRACE_PERIOD;PartialProductKey=Y7XRX;ProductKeyType=Retail:TB:Eval;SkuId=7783a126-c108-4cf7-b59f-13c78c7a7337;ruleId=31e71c49-8da7-4a2f-ad92-45d98a1c79ba;uxDifferentiator=TIMEBASED_EVAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13T10:54:14.480027Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1013}",WIN-LC7SFT89DTG,Microsoft-Windows-Security-SPP,Application,26,0,,,,,7783a126-c108-4cf7-b59f-13c78c7a7337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13T10:54:14.511236Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1004}",WIN-LC7SFT89DTG,Microsoft-Windows-Security-SPP,Application,27,4,,,,,,XrML 2.1 License - {msft:sl/EUL/ACTIVATED/PUBLIC},7fe6f738-321f-43bf-baf1-f97d9e927320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13T10:54:14.511236Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1004}",WIN-LC7SFT89DTG,Microsoft-Windows-Security-SPP,Application,28,4,,,,,,XrML 2.1 License - {msft:sl/EUL/ACTIVATED/PRIVATE},d102ad5b-9541-4738-974a-a9a5fda31267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13T10:54:14.526961Z,"{'#attributes': {'Qualifiers': 32768}, '#text': 1067}",WIN-LC7SFT89DTG,Microsoft-Windows-Security-SPP,Application,29,4,,,01000000,,,0x00000000,7783a126-c108-4cf7-b59f-13c78c7a7337,,,,,,,,,,,SL_ACTIVATION_VALIDATION_IN_PROGRESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13T10:54:15.949673Z,"{'#attributes': {'Qualifiers': 49152}, '#text': 20488}",WIN-LC7SFT89DTG,Microsoft-Windows-Security-SPP,Application,30,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13T10:54:16.105283Z,"{'#attributes': {'Qualifiers': 49152}, '#text': 20481}",WIN-LC7SFT89DTG,Microsoft-Windows-Security-SPP,Application,31,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13T10:54:16.230365Z,"{'#attributes': {'Qualifiers': 49152}, '#text': 20482}",WIN-LC7SFT89DTG,Microsoft-Windows-Security-SPP,Application,32,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13T10:54:16.323901Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1034}",WIN-LC7SFT89DTG,Microsoft-Windows-Security-SPP,Application,33,4,,,,,,Security-SPP-WriteWauMarker,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13T10:54:16.402349Z,"{'#attributes': {'Qualifiers': 49152}, '#text': 20489}",WIN-LC7SFT89DTG,Microsoft-Windows-Security-SPP,Application,34,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13T10:54:17.355368Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 12305}",WIN-LC7SFT89DTG,Microsoft-Windows-Security-SPP,Application,35,4,,,,,55c92734-d682-4d71-983e-d6ec3f16059f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13T10:54:17.355368Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 12304}",WIN-LC7SFT89DTG,Microsoft-Windows-Security-SPP,Application,36,4,,,,,{99d92734-d682-4d71-983e-d6ec3f16059f},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13T10:54:17.670048Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 12311}",WIN-LC7SFT89DTG,Microsoft-Windows-Security-SPP,Application,37,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13T10:54:18.143062Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1036}",WIN-LC7SFT89DTG,Microsoft-Windows-Security-SPP,Application,38,4,,,,,,259200,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13T10:54:18.178791Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1034}",WIN-LC7SFT89DTG,Microsoft-Windows-Security-SPP,Application,39,4,,,,,,Security-SPP-Reserved-LicenseProperties,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13T10:54:18.179700Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1033}",WIN-LC7SFT89DTG,Microsoft-Windows-Security-SPP,Application,40,4,,,,,,(Security-SPP-Reserved-EnableNotificationMode) ,55c92734-d682-4d71-983e-d6ec3f16059f,,,,,,,,,,,7783a126-c108-4cf7-b59f-13c78c7a7337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13T10:54:18.268096Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1003}",WIN-LC7SFT89DTG,Microsoft-Windows-Security-SPP,Application,41,4,,,,,,55c92734-d682-4d71-983e-d6ec3f16059f,"
1: 7783a126-c108-4cf7-b59f-13c78c7a7337, 1, 1 [(0 [0x00000000, 1, 0], [(?)( 1 0x00000000)(?)( 2 0x00000000 0 0 msft:rm/algorithm/hwid/4.0 0x00000000 0)(?)( 9 0x00000000 180 259200)( 10 0x00000000 msft:rm/algorithm/flags/1.0)(?)])(1 )(2 )(3 )]

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13T10:54:18.272100Z,"{'#attributes': {'Qualifiers': 32768}, '#text': 1037}",WIN-LC7SFT89DTG,Microsoft-Windows-Security-SPP,Application,42,4,,,,,,validity,259200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13T10:54:18.326491Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1003}",WIN-LC7SFT89DTG,Microsoft-Windows-Security-SPP,Application,43,4,,,,,,55c92734-d682-4d71-983e-d6ec3f16059f,"
1: 7783a126-c108-4cf7-b59f-13c78c7a7337, 1, 1 [(0 [0x00000000, 1, 0], [(?)( 1 0x00000000)(?)( 2 0x00000000 0 0 msft:rm/algorithm/hwid/4.0 0x00000000 0)(?)( 9 0x00000000 180 259200)( 10 0x00000000 msft:rm/algorithm/flags/1.0)(?)])(1 )(2 )(3 )]

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13T10:54:18.360456Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1003}",WIN-LC7SFT89DTG,Microsoft-Windows-Security-SPP,Application,44,4,,,,,,55c92734-d682-4d71-983e-d6ec3f16059f,"
1: 7783a126-c108-4cf7-b59f-13c78c7a7337, 1, 1 [(0 [0x00000000, 1, 0], [(?)( 1 0x00000000)(?)( 2 0x00000000 0 0 msft:rm/algorithm/hwid/4.0 0x00000000 0)(?)( 9 0x00000000 180 259200)( 10 0x00000000 msft:rm/algorithm/flags/1.0)(?)])(1 )(2 )(3 )]

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13T10:54:18.372097Z,"{'#attributes': {'Qualifiers': 49152}, '#text': 8197}",WIN-LC7SFT89DTG,Microsoft-Windows-Security-SPP,Application,45,4,,,,,RuleId=31e71c49-8da7-4a2f-ad92-45d98a1c79ba;Action=AutoActivate;AppId=55c92734-d682-4d71-983e-d6ec3f16059f;SkuId=7783a126-c108-4cf7-b59f-13c78c7a7337;NotificationInterval=1440;Trigger=UserLogon;SessionId=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13T10:54:18.425101Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 8230}",WIN-LC7SFT89DTG,Microsoft-Windows-Security-SPP,Application,46,4,,,,,Security-SPP-Action-StateData (REG_SZ) =AppId=55c92734-d682-4d71-983e-d6ec3f16059f;GraceEndDate=2026/02/09:10:54:18;LastConsumptionReason=0x4004fc04;LastNotificationId=Cleanup;LicenseState=SL_LICENSING_STATUS_LICENSED;PartialProductKey=Y7XRX;ProductKeyType=Retail:TB:Eval;SkuId=7783a126-c108-4cf7-b59f-13c78c7a7337;ruleId=379cccfb-d4e0-48fe-b0f2-0136097be147;uxDifferentiator=TIMEBASED_EVAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13T10:54:18.437429Z,"{'#attributes': {'Qualifiers': 49152}, '#text': 8197}",WIN-LC7SFT89DTG,Microsoft-Windows-Security-SPP,Application,47,4,,,,,RuleId=379cccfb-d4e0-48fe-b0f2-0136097be147;Action=CleanupState;AppId=55c92734-d682-4d71-983e-d6ec3f16059f;SkuId=7783a126-c108-4cf7-b59f-13c78c7a7337;Trigger=TimerEvent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13T10:54:35.903350Z,"{'#attributes': {'Qualifiers': 0}, '#text': 4097}",WIN-LC7SFT89DTG,Microsoft-Windows-CAPI2,Application,48,4,,,,,,"CN=GlobalSign, O=GlobalSign, OU=GlobalSign Root CA - R3",D69B561148F01C77C54578C10926DF5B856976AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13T10:54:36.231565Z,"{'#attributes': {'Qualifiers': 0}, '#text': 4109}",WIN-LC7SFT89DTG,Microsoft-Windows-CAPI2,Application,49,4,,,,,,"OU=Class 3 Public Primary Certification Authority, O=""VeriSign, Inc."", C=US",742C3192E607E424EB4549542BE1BBC53E6174E2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13T10:54:36.231565Z,"{'#attributes': {'Qualifiers': 0}, '#text': 4108}",WIN-LC7SFT89DTG,Microsoft-Windows-CAPI2,Application,50,4,,,,,,"OU=Class 3 Public Primary Certification Authority, O=""VeriSign, Inc."", C=US",4F65566336DB6598581D584A596C87934D5F2AB4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13T10:54:36.231565Z,"{'#attributes': {'Qualifiers': 0}, '#text': 4111}",WIN-LC7SFT89DTG,Microsoft-Windows-CAPI2,Application,51,4,,,,,"‎Monday, ‎June ‎16, ‎2025 10:56:11 AM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13T10:54:36.231565Z,"{'#attributes': {'Qualifiers': 0}, '#text': 4097}",WIN-LC7SFT89DTG,Microsoft-Windows-CAPI2,Application,52,4,,,,,,"CN=DigiCert Trusted Root G4, OU=www.digicert.com, O=DigiCert Inc, C=US",DDFB16CD4931C973A2037D3FC83A4D7D775D05E4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13T10:54:48.458124Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 16384}",WIN-LC7SFT89DTG,Microsoft-Windows-Security-SPP,Application,53,4,,,,,,2025-08-14T10:53:48Z,TBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13T10:54:48.467681Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 903}",WIN-LC7SFT89DTG,Microsoft-Windows-Security-SPP,Application,54,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13T10:55:04.453251Z,"{'#attributes': {'Qualifiers': 0}, '#text': 4113}",WIN-LC7SFT89DTG,Microsoft-Windows-CAPI2,Application,55,4,,,,,"‎Wednesday, ‎May ‎31, ‎2017 4:28:59 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13T10:55:06.785265Z,1000,WIN-LC7SFT89DTG,Microsoft-Windows-LoadPerf,Application,56,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LoadPerf,B024000056250000B124000057250000,16,,WmiApRpl,,,,WmiApRpl,,,,,,,
2025-08-13T10:55:43.106932Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1040}",WIN-LC7SFT89DTG,MsiInstaller,Application,57,4,,,,,,C:\ProgramData\Package Cache\{46E11E7F-01E1-44D0-BB86-C67342D253DD}v14.32.31326\packages\vcRuntimeMinimum_x86\vc_runtimeMinimum_x86.msi,4260,,,,,,,,,,,(NULL),,,,(NULL),(NULL),(NULL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13T10:55:43.388186Z,"{'#attributes': {'Qualifiers': 0}, '#text': 11707}",WIN-LC7SFT89DTG,MsiInstaller,Application,58,4,,,7B34364531314537462D303145312D343444302D424238362D4336373334324432353344447D,,,Product: Microsoft Visual C++ 2022 X86 Minimum Runtime - 14.32.31326 -- Installation completed successfully.,(NULL),,,,,,,,,,,(NULL),,,,(NULL),(NULL),(NULL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13T10:55:43.388186Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1033}",WIN-LC7SFT89DTG,MsiInstaller,Application,59,4,,,7B34364531314537462D303145312D343444302D424238362D4336373334324432353344447D3030303034366437646162616634393639336564656332303630636366626139393034653030303030393034,,,Microsoft Visual C++ 2022 X86 Minimum Runtime - 14.32.31326,14.32.31326,,,,,,,,,,,1033,,,,0,Microsoft Corporation,(NULL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13T10:55:43.388186Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1042}",WIN-LC7SFT89DTG,MsiInstaller,Application,60,4,,,,,,C:\ProgramData\Package Cache\{46E11E7F-01E1-44D0-BB86-C67342D253DD}v14.32.31326\packages\vcRuntimeMinimum_x86\vc_runtimeMinimum_x86.msi,4260,,,,,,,,,,,(NULL),,,,(NULL),(NULL),(NULL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13T10:55:43.403876Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1040}",WIN-LC7SFT89DTG,MsiInstaller,Application,61,4,,,,,,C:\ProgramData\Package Cache\{A250E750-DB3F-40C1-8460-8EF77C7582DA}v14.32.31326\packages\vcRuntimeAdditional_x86\vc_runtimeAdditional_x86.msi,4260,,,,,,,,,,,(NULL),,,,(NULL),(NULL),(NULL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13T10:55:43.638182Z,"{'#attributes': {'Qualifiers': 0}, '#text': 11707}",WIN-LC7SFT89DTG,MsiInstaller,Application,62,4,,,7B41323530453735302D444233462D343043312D383436302D3845463737433735383244417D,,,Product: Microsoft Visual C++ 2022 X86 Additional Runtime - 14.32.31326 -- Installation completed successfully.,(NULL),,,,,,,,,,,(NULL),,,,(NULL),(NULL),(NULL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13T10:55:43.638182Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1033}",WIN-LC7SFT89DTG,MsiInstaller,Application,63,4,,,7B41323530453735302D444233462D343043312D383436302D3845463737433735383244417D3030303034663365656264626237613531633438373262396630363537636136356165393030303030393034,,,Microsoft Visual C++ 2022 X86 Additional Runtime - 14.32.31326,14.32.31326,,,,,,,,,,,1033,,,,0,Microsoft Corporation,(NULL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13T10:55:43.653810Z,"{'#attributes': {'Qualifiers': 0}, '#text': 1042}",WIN-LC7SFT89DTG,MsiInstaller,Application,64,4,,,,,,C:\ProgramData\Package Cache\{A250E750-DB3F-40C1-8460-8EF77C7582DA}v14.32.31326\packages\vcRuntimeAdditional_x86\vc_runtimeAdditional_x86.msi,4260,,,,,,,,,,,(NULL),,,,(NULL),(NULL),(NULL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13T10:55:43.162866Z,10000,WIN-LC7SFT89DTG,Microsoft-Windows-RestartManager,Application,65,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2025-08-13T10:55:43.153834Z,,,http://www.microsoft.com/2005/08/Windows/Reliability/RestartManager/,,,,,,,,,,,,,,,
2025-08-13T10:55:43.397194Z,10001,WIN-LC7SFT89DTG,Microsoft-Windows-RestartManager,Application,66,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2025-08-13T10:55:43.153834Z,,,http://www.microsoft.com/2005/08/Windows/Reliability/RestartManager/,,,,,,,,,,,,,,,
2025-08-13T10:55:43.427621Z,10000,WIN-LC7SFT89DTG,Microsoft-Windows-RestartManager,Application,67,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2025-08-13T10:55:43.420638Z,,,http://www.microsoft.com/2005/08/Windows/Reliability/RestartManager/,,,,,,,,,,,,,,,
2025-08-13T10:55:43.651242Z,10001,WIN-LC7SFT89DTG,Microsoft-Windows-RestartManager,Application,68,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2025-08-13T10:55:43.420638Z,,,http://www.microsoft.com/2005/08/Windows/Reliability/RestartManager/,,,,,,,,,,,,,,,
