TimeGenerated,EventID,Computer,Provider,Channel,RecordID,Level,AccessGranted,AccessList,AccessMask,AccessRemoved,AccountExpires,AdditionalInfo,AdditionalInfo2,AdvancedOptions,AlgorithmName,AllowedToDelegateTo,AppCorrelationID,AttributeLDAPDisplayName,AttributeSyntaxOID,AttributeValue,AuditPolicyChanges,AuditSourceName,AuthenticationPackageName,CallerProcessId,CallerProcessName,CategoryId,CertIssuerName,CertSerialNumber,CertThumbprint,ClientCreationTime,ClientProcessId,CommandLine,ComputerAccountChange,ConfigAccessPolicy,CountOfCredentialsReturned,DSName,DSType,DestinationDRA,DisableIntegrityChecks,DisplayName,DnsHostName,DomainBehaviorVersion,DomainName,DomainPolicyChanged,DomainSid,Dummy,ElevatedToken,EventSourceId,FailureReason,Flags,FlightSigning,ForceLogoff,HandleId,HomeDirectory,HomePath,HypervisorDebug,HypervisorLaunchType,HypervisorLoadOptions,Identity,ImpersonationLevel,IpAddress,IpPort,KerberosPolicyChange,KernelDebug,KeyFilePath,KeyLength,KeyName,KeyType,LmPackageName,LoadOptions,LockoutDuration,LockoutObservationWindow,LockoutThreshold,LogonGuid,LogonHours,LogonProcessName,LogonType,MachineAccountQuota,MandatoryLabel,MaxPasswordAge,MemberName,MemberSid,MinPasswordAge,MinPasswordLength,MixedDomainMode,NamingContext,NewProcessId,NewProcessName,NewSd,NewTargetUserName,NewTime,NewUacValue,ObjectClass,ObjectCollectionName,ObjectDN,ObjectGUID,ObjectIdentifyingProperties,ObjectName,ObjectProperties,ObjectServer,ObjectType,OemInformation,OldSd,OldTargetUserName,OldUacValue,OpCorrelationID,Operation,OperationType,Options,PackageName,PackageSid,ParentProcessName,PasswordHistoryLength,PasswordLastSet,PasswordProperties,PreAuthType,PreviousTime,PrimaryGroupId,PrivilegeList,ProcessCreationTime,ProcessId,ProcessName,ProfilePath,Properties,ProviderName,PuaCount,PuaPolicyId,ReadOperation,Reason,RemoteEventLogging,Resource,RestrictedAdminMode,ReturnCode,SamAccountName,Schema,SchemaFriendlyName,ScriptPath,ServiceName,ServicePrincipalNames,ServiceSid,SidHistory,SourceAddr,SourceDRA,Status,StatusCode,SubStatus,SubcategoryGuid,SubcategoryId,SubjectDomainName,SubjectLogonId,SubjectUserDomainName,SubjectUserName,SubjectUserSid,TargetDomainName,TargetInfo,TargetLinkedLogonId,TargetLogonGuid,TargetLogonId,TargetName,TargetOutboundDomainName,TargetOutboundUserName,TargetProcessId,TargetProcessName,TargetServerName,TargetSid,TargetUserName,TargetUserSid,TestSigning,TicketEncryptionType,TicketOptions,TokenElevationType,TransmittedServices,Type,UserAccountControl,UserParameters,UserPrincipalName,UserWorkstations,VirtualAccount,VsmLaunchType,Workstation,WorkstationName,attributes_xmlns
2025-08-13T19:50:01.159465Z,4731,WIN-LC7SFT89DTG,Microsoft-Windows-Security-Auditing,Security,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,Performance Monitor Users,,,,,,,-,,,,,,,,,0x3e7,,MINWINPC$,S-1-5-18,Builtin,,,,,,,,,,,S-1-5-32-558,Performance Monitor Users,,,,,,,,,,,,,,,,
2025-08-13T19:50:01.159479Z,4735,WIN-LC7SFT89DTG,Microsoft-Windows-Security-Auditing,Security,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,0x3e7,,MINWINPC$,S-1-5-18,Builtin,,,,,,,,,,,S-1-5-32-558,Performance Monitor Users,,,,,,,,,,,,,,,,
2025-08-13T19:50:01.159544Z,4731,WIN-LC7SFT89DTG,Microsoft-Windows-Security-Auditing,Security,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,Performance Log Users,,,,,,,-,,,,,,,,,0x3e7,,MINWINPC$,S-1-5-18,Builtin,,,,,,,,,,,S-1-5-32-559,Performance Log Users,,,,,,,,,,,,,,,,
2025-08-13T19:50:01.159561Z,4735,WIN-LC7SFT89DTG,Microsoft-Windows-Security-Auditing,Security,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,0x3e7,,MINWINPC$,S-1-5-18,Builtin,,,,,,,,,,,S-1-5-32-559,Performance Log Users,,,,,,,,,,,,,,,,
2025-08-13T19:50:01.159837Z,4731,WIN-LC7SFT89DTG,Microsoft-Windows-Security-Auditing,Security,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,Distributed COM Users,,,,,,,-,,,,,,,,,0x3e7,,MINWINPC$,S-1-5-18,Builtin,,,,,,,,,,,S-1-5-32-562,Distributed COM Users,,,,,,,,,,,,,,,,
2025-08-13T19:50:01.159850Z,4735,WIN-LC7SFT89DTG,Microsoft-Windows-Security-Auditing,Security,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,0x3e7,,MINWINPC$,S-1-5-18,Builtin,,,,,,,,,,,S-1-5-32-562,Distributed COM Users,,,,,,,,,,,,,,,,
2025-08-13T19:50:01.159962Z,4731,WIN-LC7SFT89DTG,Microsoft-Windows-Security-Auditing,Security,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,IIS_IUSRS,,,,,,,-,,,,,,,,,0x3e7,,MINWINPC$,S-1-5-18,Builtin,,,,,,,,,,,S-1-5-32-568,IIS_IUSRS,,,,,,,,,,,,,,,,
2025-08-13T19:50:01.159978Z,4735,WIN-LC7SFT89DTG,Microsoft-Windows-Security-Auditing,Security,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,0x3e7,,MINWINPC$,S-1-5-18,Builtin,,,,,,,,,,,S-1-5-32-568,IIS_IUSRS,,,,,,,,,,,,,,,,
2025-08-13T19:50:01.160046Z,4731,WIN-LC7SFT89DTG,Microsoft-Windows-Security-Auditing,Security,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,Cryptographic Operators,,,,,,,-,,,,,,,,,0x3e7,,MINWINPC$,S-1-5-18,Builtin,,,,,,,,,,,S-1-5-32-569,Cryptographic Operators,,,,,,,,,,,,,,,,
2025-08-13T19:50:01.160059Z,4735,WIN-LC7SFT89DTG,Microsoft-Windows-Security-Auditing,Security,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,0x3e7,,MINWINPC$,S-1-5-18,Builtin,,,,,,,,,,,S-1-5-32-569,Cryptographic Operators,,,,,,,,,,,,,,,,
2025-08-13T19:50:01.160080Z,4732,WIN-LC7SFT89DTG,Microsoft-Windows-Security-Auditing,Security,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,S-1-5-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x3e7,,MINWINPC$,S-1-5-18,Builtin,,,,,,,,,,,S-1-5-32-568,IIS_IUSRS,,,,,,,,,,,,,,,,
2025-08-13T19:50:01.160214Z,4731,WIN-LC7SFT89DTG,Microsoft-Windows-Security-Auditing,Security,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,Event Log Readers,,,,,,,-,,,,,,,,,0x3e7,,MINWINPC$,S-1-5-18,Builtin,,,,,,,,,,,S-1-5-32-573,Event Log Readers,,,,,,,,,,,,,,,,
2025-08-13T19:50:01.160228Z,4735,WIN-LC7SFT89DTG,Microsoft-Windows-Security-Auditing,Security,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,0x3e7,,MINWINPC$,S-1-5-18,Builtin,,,,,,,,,,,S-1-5-32-573,Event Log Readers,,,,,,,,,,,,,,,,
2025-08-13T19:50:01.160323Z,4731,WIN-LC7SFT89DTG,Microsoft-Windows-Security-Auditing,Security,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,Certificate Service DCOM Access,,,,,,,-,,,,,,,,,0x3e7,,MINWINPC$,S-1-5-18,Builtin,,,,,,,,,,,S-1-5-32-574,Certificate Service DCOM Access,,,,,,,,,,,,,,,,
2025-08-13T19:50:01.160395Z,4735,WIN-LC7SFT89DTG,Microsoft-Windows-Security-Auditing,Security,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,-,,,,,,,-,,,,,,,,,0x3e7,,MINWINPC$,S-1-5-18,Builtin,,,,,,,,,,,S-1-5-32-574,Certificate Service DCOM Access,,,,,,,,,,,,,,,,
