"datetime","EventID","LogonType","SourceIP","ServiceName","ModifiedSPN","message"
"11/6/2025, 1:40:36.129109 pm","5136","","","","","[5136 / 0x1410] Provider identifier: {54849625-5478-4994-a5ba-3e3b0328c30d} Source Name: Microsoft-Windows-Security-Auditing Strings: ['{EEFCCBE7-16F3-4E7A-B662-C7D48C73C225}'  '-'  'S-1-5-21-4107424128-4158083573-1300325248-500'  'Administrator'  'PIRATE'  '0x00000000000464ec'  'pirate.htb'  '%%14676'  'CN=WEB01 CN=Computers DC=pirate DC=htb'  '{983C1937-6799-4BB4-956D-45B26FAD610B}'  'computer'  'servicePrincipalName'  '2.5.5.12'  'TERMSRV/WEB01.pirate.htb'  '%%14674'] Computer Name: DC01.pirate.htb Record Number: 161 Event Level: 0 Message string: A directory service object was modified.\n\t\nSubject:\n\tSecurity ID:\t\tS-1-5-21-4107424128-4158083573-1300325248-500\n\tAccount Name:\t\tAdministrator\n\tAccount Domain:\t\tPIRATE\n\tLogon ID:\t\t0x00000000000464ec\n\nDirectory Service:\n\tName:\tpirate.htb\n\tType:\t%%14676\n\t\nObject:\n\tDN:\tCN=WEB01 CN=Computers DC=pirate DC=htb\n\tGUID:\t{983C1937-6799-4BB4-956D-45B26FAD610B}\n\tClass:\tcomputer\n\t\nAttribute:\n\tLDAP Display Name:\tservicePrincipalName\n\tSyntax (OID):\t2.5.5.12\n\tValue:\tTERMSRV/WEB01.pirate.htb\n\t\nOperation:\n\tType:\t%%14674\n\tCorrelation ID:\t{EEFCCBE7-16F3-4E7A-B662-C7D48C73C225}\n\tApplication Correlation ID:\t-"
"11/6/2025, 1:40:36.131014 pm","5136","","","","","[5136 / 0x1410] Provider identifier: {54849625-5478-4994-a5ba-3e3b0328c30d} Source Name: Microsoft-Windows-Security-Auditing Strings: ['{160ACE6E-9E30-473B-A42B-A7627A99463B}'  '-'  'S-1-5-21-4107424128-4158083573-1300325248-500'  'Administrator'  'PIRATE'  '0x00000000000464ec'  'pirate.htb'  '%%14676'  'CN=WEB01 CN=Computers DC=pirate DC=htb'  '{983C1937-6799-4BB4-956D-45B26FAD610B}'  'computer'  'servicePrincipalName'  '2.5.5.12'  'RestrictedKrbHost/WEB01'  '%%14674'] Computer Name: DC01.pirate.htb Record Number: 162 Event Level: 0 Message string: A directory service object was modified.\n\t\nSubject:\n\tSecurity ID:\t\tS-1-5-21-4107424128-4158083573-1300325248-500\n\tAccount Name:\t\tAdministrator\n\tAccount Domain:\t\tPIRATE\n\tLogon ID:\t\t0x00000000000464ec\n\nDirectory Service:\n\tName:\tpirate.htb\n\tType:\t%%14676\n\t\nObject:\n\tDN:\tCN=WEB01 CN=Computers DC=pirate DC=htb\n\tGUID:\t{983C1937-6799-4BB4-956D-45B26FAD610B}\n\tClass:\tcomputer\n\t\nAttribute:\n\tLDAP Display Name:\tservicePrincipalName\n\tSyntax (OID):\t2.5.5.12\n\tValue:\tRestrictedKrbHost/WEB01\n\t\nOperation:\n\tType:\t%%14674\n\tCorrelation ID:\t{160ACE6E-9E30-473B-A42B-A7627A99463B}\n\tApplication Correlation ID:\t-"
"11/6/2025, 1:40:36.131014 pm","5136","","","","","[5136 / 0x1410] Provider identifier: {54849625-5478-4994-a5ba-3e3b0328c30d} Source Name: Microsoft-Windows-Security-Auditing Strings: ['{1750D1DB-0194-4260-BCD1-F9A5B4C55B57}'  '-'  'S-1-5-21-4107424128-4158083573-1300325248-500'  'Administrator'  'PIRATE'  '0x00000000000464ec'  'pirate.htb'  '%%14676'  'CN=WEB01 CN=Computers DC=pirate DC=htb'  '{983C1937-6799-4BB4-956D-45B26FAD610B}'  'computer'  'servicePrincipalName'  '2.5.5.12'  'HOST/WEB01'  '%%14674'] Computer Name: DC01.pirate.htb Record Number: 163 Event Level: 0 Message string: A directory service object was modified.\n\t\nSubject:\n\tSecurity ID:\t\tS-1-5-21-4107424128-4158083573-1300325248-500\n\tAccount Name:\t\tAdministrator\n\tAccount Domain:\t\tPIRATE\n\tLogon ID:\t\t0x00000000000464ec\n\nDirectory Service:\n\tName:\tpirate.htb\n\tType:\t%%14676\n\t\nObject:\n\tDN:\tCN=WEB01 CN=Computers DC=pirate DC=htb\n\tGUID:\t{983C1937-6799-4BB4-956D-45B26FAD610B}\n\tClass:\tcomputer\n\t\nAttribute:\n\tLDAP Display Name:\tservicePrincipalName\n\tSyntax (OID):\t2.5.5.12\n\tValue:\tHOST/WEB01\n\t\nOperation:\n\tType:\t%%14674\n\tCorrelation ID:\t{1750D1DB-0194-4260-BCD1-F9A5B4C55B57}\n\tApplication Correlation ID:\t-"
"11/6/2025, 1:40:36.132468 pm","5136","","","","","[5136 / 0x1410] Provider identifier: {54849625-5478-4994-a5ba-3e3b0328c30d} Source Name: Microsoft-Windows-Security-Auditing Strings: ['{1750D1DB-0194-4260-BCD1-F9A5B4C55B57}'  '-'  'S-1-5-21-4107424128-4158083573-1300325248-500'  'Administrator'  'PIRATE'  '0x00000000000464ec'  'pirate.htb'  '%%14676'  'CN=WEB01 CN=Computers DC=pirate DC=htb'  '{983C1937-6799-4BB4-956D-45B26FAD610B}'  'computer'  'servicePrincipalName'  '2.5.5.12'  'HOST/WEB01'  '%%14674'] Computer Name: DC01.pirate.htb Record Number: 163 Event Level: 0 Message string: A directory service object was modified.\n\t\nSubject:\n\tSecurity ID:\t\tS-1-5-21-4107424128-4158083573-1300325248-500\n\tAccount Name:\t\tAdministrator\n\tAccount Domain:\t\tPIRATE\n\tLogon ID:\t\t0x00000000000464ec\n\nDirectory Service:\n\tName:\tpirate.htb\n\tType:\t%%14676\n\t\nObject:\n\tDN:\tCN=WEB01 CN=Computers DC=pirate DC=htb\n\tGUID:\t{983C1937-6799-4BB4-956D-45B26FAD610B}\n\tClass:\tcomputer\n\t\nAttribute:\n\tLDAP Display Name:\tservicePrincipalName\n\tSyntax (OID):\t2.5.5.12\n\tValue:\tHOST/WEB01\n\t\nOperation:\n\tType:\t%%14674\n\tCorrelation ID:\t{1750D1DB-0194-4260-BCD1-F9A5B4C55B57}\n\tApplication Correlation ID:\t-"
"11/6/2025, 1:40:36.132468 pm","5136","","","","","[5136 / 0x1410] Provider identifier: {54849625-5478-4994-a5ba-3e3b0328c30d} Source Name: Microsoft-Windows-Security-Auditing Strings: ['{C3A82024-CA38-4B92-B463-81CCDE61881E}'  '-'  'S-1-5-21-4107424128-4158083573-1300325248-500'  'Administrator'  'PIRATE'  '0x00000000000464ec'  'pirate.htb'  '%%14676'  'CN=WEB01 CN=Computers DC=pirate DC=htb'  '{983C1937-6799-4BB4-956D-45B26FAD610B}'  'computer'  'servicePrincipalName'  '2.5.5.12'  'RestrictedKrbHost/WEB01.pirate.htb'  '%%14674'] Computer Name: DC01.pirate.htb Record Number: 164 Event Level: 0 Message string: A directory service object was modified.\n\t\nSubject:\n\tSecurity ID:\t\tS-1-5-21-4107424128-4158083573-1300325248-500\n\tAccount Name:\t\tAdministrator\n\tAccount Domain:\t\tPIRATE\n\tLogon ID:\t\t0x00000000000464ec\n\nDirectory Service:\n\tName:\tpirate.htb\n\tType:\t%%14676\n\t\nObject:\n\tDN:\tCN=WEB01 CN=Computers DC=pirate DC=htb\n\tGUID:\t{983C1937-6799-4BB4-956D-45B26FAD610B}\n\tClass:\tcomputer\n\t\nAttribute:\n\tLDAP Display Name:\tservicePrincipalName\n\tSyntax (OID):\t2.5.5.12\n\tValue:\tRestrictedKrbHost/WEB01.pirate.htb\n\t\nOperation:\n\tType:\t%%14674\n\tCorrelation ID:\t{C3A82024-CA38-4B92-B463-81CCDE61881E}\n\tApplication Correlation ID:\t-"
"11/6/2025, 1:40:36.134155 pm","5136","","","","","[5136 / 0x1410] Provider identifier: {54849625-5478-4994-a5ba-3e3b0328c30d} Source Name: Microsoft-Windows-Security-Auditing Strings: ['{C3A82024-CA38-4B92-B463-81CCDE61881E}'  '-'  'S-1-5-21-4107424128-4158083573-1300325248-500'  'Administrator'  'PIRATE'  '0x00000000000464ec'  'pirate.htb'  '%%14676'  'CN=WEB01 CN=Computers DC=pirate DC=htb'  '{983C1937-6799-4BB4-956D-45B26FAD610B}'  'computer'  'servicePrincipalName'  '2.5.5.12'  'RestrictedKrbHost/WEB01.pirate.htb'  '%%14674'] Computer Name: DC01.pirate.htb Record Number: 164 Event Level: 0 Message string: A directory service object was modified.\n\t\nSubject:\n\tSecurity ID:\t\tS-1-5-21-4107424128-4158083573-1300325248-500\n\tAccount Name:\t\tAdministrator\n\tAccount Domain:\t\tPIRATE\n\tLogon ID:\t\t0x00000000000464ec\n\nDirectory Service:\n\tName:\tpirate.htb\n\tType:\t%%14676\n\t\nObject:\n\tDN:\tCN=WEB01 CN=Computers DC=pirate DC=htb\n\tGUID:\t{983C1937-6799-4BB4-956D-45B26FAD610B}\n\tClass:\tcomputer\n\t\nAttribute:\n\tLDAP Display Name:\tservicePrincipalName\n\tSyntax (OID):\t2.5.5.12\n\tValue:\tRestrictedKrbHost/WEB01.pirate.htb\n\t\nOperation:\n\tType:\t%%14674\n\tCorrelation ID:\t{C3A82024-CA38-4B92-B463-81CCDE61881E}\n\tApplication Correlation ID:\t-"
"11/6/2025, 1:40:36.134155 pm","5136","","","","","[5136 / 0x1410] Provider identifier: {54849625-5478-4994-a5ba-3e3b0328c30d} Source Name: Microsoft-Windows-Security-Auditing Strings: ['{0960EE75-E327-476F-AB22-88352C33FB22}'  '-'  'S-1-5-21-4107424128-4158083573-1300325248-500'  'Administrator'  'PIRATE'  '0x00000000000464ec'  'pirate.htb'  '%%14676'  'CN=WEB01 CN=Computers DC=pirate DC=htb'  '{983C1937-6799-4BB4-956D-45B26FAD610B}'  'computer'  'servicePrincipalName'  '2.5.5.12'  'HOST/WEB01.pirate.htb'  '%%14674'] Computer Name: DC01.pirate.htb Record Number: 165 Event Level: 0 Message string: A directory service object was modified.\n\t\nSubject:\n\tSecurity ID:\t\tS-1-5-21-4107424128-4158083573-1300325248-500\n\tAccount Name:\t\tAdministrator\n\tAccount Domain:\t\tPIRATE\n\tLogon ID:\t\t0x00000000000464ec\n\nDirectory Service:\n\tName:\tpirate.htb\n\tType:\t%%14676\n\t\nObject:\n\tDN:\tCN=WEB01 CN=Computers DC=pirate DC=htb\n\tGUID:\t{983C1937-6799-4BB4-956D-45B26FAD610B}\n\tClass:\tcomputer\n\t\nAttribute:\n\tLDAP Display Name:\tservicePrincipalName\n\tSyntax (OID):\t2.5.5.12\n\tValue:\tHOST/WEB01.pirate.htb\n\t\nOperation:\n\tType:\t%%14674\n\tCorrelation ID:\t{0960EE75-E327-476F-AB22-88352C33FB22}\n\tApplication Correlation ID:\t-"
"11/6/2025, 1:40:40.300626 pm","5136","","","","","[5136 / 0x1410] Provider identifier: {54849625-5478-4994-a5ba-3e3b0328c30d} Source Name: Microsoft-Windows-Security-Auditing Strings: ['{0960EE75-E327-476F-AB22-88352C33FB22}'  '-'  'S-1-5-21-4107424128-4158083573-1300325248-500'  'Administrator'  'PIRATE'  '0x00000000000464ec'  'pirate.htb'  '%%14676'  'CN=WEB01 CN=Computers DC=pirate DC=htb'  '{983C1937-6799-4BB4-956D-45B26FAD610B}'  'computer'  'servicePrincipalName'  '2.5.5.12'  'HOST/WEB01.pirate.htb'  '%%14674'] Computer Name: DC01.pirate.htb Record Number: 165 Event Level: 0 Message string: A directory service object was modified.\n\t\nSubject:\n\tSecurity ID:\t\tS-1-5-21-4107424128-4158083573-1300325248-500\n\tAccount Name:\t\tAdministrator\n\tAccount Domain:\t\tPIRATE\n\tLogon ID:\t\t0x00000000000464ec\n\nDirectory Service:\n\tName:\tpirate.htb\n\tType:\t%%14676\n\t\nObject:\n\tDN:\tCN=WEB01 CN=Computers DC=pirate DC=htb\n\tGUID:\t{983C1937-6799-4BB4-956D-45B26FAD610B}\n\tClass:\tcomputer\n\t\nAttribute:\n\tLDAP Display Name:\tservicePrincipalName\n\tSyntax (OID):\t2.5.5.12\n\tValue:\tHOST/WEB01.pirate.htb\n\t\nOperation:\n\tType:\t%%14674\n\tCorrelation ID:\t{0960EE75-E327-476F-AB22-88352C33FB22}\n\tApplication Correlation ID:\t-"
"11/6/2025, 2:21:27.307308 pm","5136","","","","","[5136 / 0x1410] Provider identifier: {54849625-5478-4994-a5ba-3e3b0328c30d} Source Name: Microsoft-Windows-Security-Auditing Strings: ['{7C7451CE-B776-46F9-A041-4B246C7FB324}'  '-'  'S-1-5-21-4107424128-4158083573-1300325248-500'  'Administrator'  'PIRATE'  '0x00000000000464ec'  'pirate.htb'  '%%14676'  'DC=test1 DC=pirate.htb cn=MicrosoftDNS DC=DomainDnsZones DC=pirate DC=htb'  '{5FB121FB-7551-40F6-A8DE-26A2BCA2B4AD}'  'dnsNode'  'dnsRecord'  '2.5.5.10'  '%%14672'  '%%14675'] Computer Name: DC01.pirate.htb Record Number: 704 Event Level: 0 Message string: A directory service object was modified.\n\t\nSubject:\n\tSecurity ID:\t\tS-1-5-21-4107424128-4158083573-1300325248-500\n\tAccount Name:\t\tAdministrator\n\tAccount Domain:\t\tPIRATE\n\tLogon ID:\t\t0x00000000000464ec\n\nDirectory Service:\n\tName:\tpirate.htb\n\tType:\t%%14676\n\t\nObject:\n\tDN:\tDC=test1 DC=pirate.htb cn=MicrosoftDNS DC=DomainDnsZones DC=pirate DC=htb\n\tGUID:\t{5FB121FB-7551-40F6-A8DE-26A2BCA2B4AD}\n\tClass:\tdnsNode\n\t\nAttribute:\n\tLDAP Display Name:\tdnsRecord\n\tSyntax (OID):\t2.5.5.10\n\tValue:\t%%14672\n\t\nOperation:\n\tType:\t%%14675\n\tCorrelation ID:\t{7C7451CE-B776-46F9-A041-4B246C7FB324}\n\tApplication Correlation ID:\t-"
"11/6/2025, 2:21:27.307461 pm","5136","","","","","[5136 / 0x1410] Provider identifier: {54849625-5478-4994-a5ba-3e3b0328c30d} Source Name: Microsoft-Windows-Security-Auditing Strings: ['{7C7451CE-B776-46F9-A041-4B246C7FB324}'  '-'  'S-1-5-21-4107424128-4158083573-1300325248-500'  'Administrator'  'PIRATE'  '0x00000000000464ec'  'pirate.htb'  '%%14676'  'DC=test1 DC=pirate.htb cn=MicrosoftDNS DC=DomainDnsZones DC=pirate DC=htb'  '{5FB121FB-7551-40F6-A8DE-26A2BCA2B4AD}'  'dnsNode'  'dnsRecord'  '2.5.5.10'  '%%14672'  '%%14674'] Computer Name: DC01.pirate.htb Record Number: 705 Event Level: 0 Message string: A directory service object was modified.\n\t\nSubject:\n\tSecurity ID:\t\tS-1-5-21-4107424128-4158083573-1300325248-500\n\tAccount Name:\t\tAdministrator\n\tAccount Domain:\t\tPIRATE\n\tLogon ID:\t\t0x00000000000464ec\n\nDirectory Service:\n\tName:\tpirate.htb\n\tType:\t%%14676\n\t\nObject:\n\tDN:\tDC=test1 DC=pirate.htb cn=MicrosoftDNS DC=DomainDnsZones DC=pirate DC=htb\n\tGUID:\t{5FB121FB-7551-40F6-A8DE-26A2BCA2B4AD}\n\tClass:\tdnsNode\n\t\nAttribute:\n\tLDAP Display Name:\tdnsRecord\n\tSyntax (OID):\t2.5.5.10\n\tValue:\t%%14672\n\t\nOperation:\n\tType:\t%%14674\n\tCorrelation ID:\t{7C7451CE-B776-46F9-A041-4B246C7FB324}\n\tApplication Correlation ID:\t-"
"11/6/2025, 2:21:27.307461 pm","5136","","","","","[5136 / 0x1410] Provider identifier: {54849625-5478-4994-a5ba-3e3b0328c30d} Source Name: Microsoft-Windows-Security-Auditing Strings: ['{7C7451CE-B776-46F9-A041-4B246C7FB324}'  '-'  'S-1-5-21-4107424128-4158083573-1300325248-500'  'Administrator'  'PIRATE'  '0x00000000000464ec'  'pirate.htb'  '%%14676'  'DC=test1 DC=pirate.htb cn=MicrosoftDNS DC=DomainDnsZones DC=pirate DC=htb'  '{5FB121FB-7551-40F6-A8DE-26A2BCA2B4AD}'  'dnsNode'  'dnsRecord'  '2.5.5.10'  '%%14672'  '%%14675'] Computer Name: DC01.pirate.htb Record Number: 704 Event Level: 0 Message string: A directory service object was modified.\n\t\nSubject:\n\tSecurity ID:\t\tS-1-5-21-4107424128-4158083573-1300325248-500\n\tAccount Name:\t\tAdministrator\n\tAccount Domain:\t\tPIRATE\n\tLogon ID:\t\t0x00000000000464ec\n\nDirectory Service:\n\tName:\tpirate.htb\n\tType:\t%%14676\n\t\nObject:\n\tDN:\tDC=test1 DC=pirate.htb cn=MicrosoftDNS DC=DomainDnsZones DC=pirate DC=htb\n\tGUID:\t{5FB121FB-7551-40F6-A8DE-26A2BCA2B4AD}\n\tClass:\tdnsNode\n\t\nAttribute:\n\tLDAP Display Name:\tdnsRecord\n\tSyntax (OID):\t2.5.5.10\n\tValue:\t%%14672\n\t\nOperation:\n\tType:\t%%14675\n\tCorrelation ID:\t{7C7451CE-B776-46F9-A041-4B246C7FB324}\n\tApplication Correlation ID:\t-"
"11/6/2025, 2:21:27.307592 pm","5136","","","","","[5136 / 0x1410] Provider identifier: {54849625-5478-4994-a5ba-3e3b0328c30d} Source Name: Microsoft-Windows-Security-Auditing Strings: ['{7C7451CE-B776-46F9-A041-4B246C7FB324}'  '-'  'S-1-5-21-4107424128-4158083573-1300325248-500'  'Administrator'  'PIRATE'  '0x00000000000464ec'  'pirate.htb'  '%%14676'  'DC=test1 DC=pirate.htb cn=MicrosoftDNS DC=DomainDnsZones DC=pirate DC=htb'  '{5FB121FB-7551-40F6-A8DE-26A2BCA2B4AD}'  'dnsNode'  'dnsRecord'  '2.5.5.10'  '%%14672'  '%%14674'] Computer Name: DC01.pirate.htb Record Number: 705 Event Level: 0 Message string: A directory service object was modified.\n\t\nSubject:\n\tSecurity ID:\t\tS-1-5-21-4107424128-4158083573-1300325248-500\n\tAccount Name:\t\tAdministrator\n\tAccount Domain:\t\tPIRATE\n\tLogon ID:\t\t0x00000000000464ec\n\nDirectory Service:\n\tName:\tpirate.htb\n\tType:\t%%14676\n\t\nObject:\n\tDN:\tDC=test1 DC=pirate.htb cn=MicrosoftDNS DC=DomainDnsZones DC=pirate DC=htb\n\tGUID:\t{5FB121FB-7551-40F6-A8DE-26A2BCA2B4AD}\n\tClass:\tdnsNode\n\t\nAttribute:\n\tLDAP Display Name:\tdnsRecord\n\tSyntax (OID):\t2.5.5.10\n\tValue:\t%%14672\n\t\nOperation:\n\tType:\t%%14674\n\tCorrelation ID:\t{7C7451CE-B776-46F9-A041-4B246C7FB324}\n\tApplication Correlation ID:\t-"
"11/6/2025, 2:21:27.307592 pm","5136","","","","","[5136 / 0x1410] Provider identifier: {54849625-5478-4994-a5ba-3e3b0328c30d} Source Name: Microsoft-Windows-Security-Auditing Strings: ['{7C7451CE-B776-46F9-A041-4B246C7FB324}'  '-'  'S-1-5-21-4107424128-4158083573-1300325248-500'  'Administrator'  'PIRATE'  '0x00000000000464ec'  'pirate.htb'  '%%14676'  'DC=test1 DC=pirate.htb cn=MicrosoftDNS DC=DomainDnsZones DC=pirate DC=htb'  '{5FB121FB-7551-40F6-A8DE-26A2BCA2B4AD}'  'dnsNode'  'dNSTombstoned'  '2.5.5.8'  'FALSE'  '%%14675'] Computer Name: DC01.pirate.htb Record Number: 706 Event Level: 0 Message string: A directory service object was modified.\n\t\nSubject:\n\tSecurity ID:\t\tS-1-5-21-4107424128-4158083573-1300325248-500\n\tAccount Name:\t\tAdministrator\n\tAccount Domain:\t\tPIRATE\n\tLogon ID:\t\t0x00000000000464ec\n\nDirectory Service:\n\tName:\tpirate.htb\n\tType:\t%%14676\n\t\nObject:\n\tDN:\tDC=test1 DC=pirate.htb cn=MicrosoftDNS DC=DomainDnsZones DC=pirate DC=htb\n\tGUID:\t{5FB121FB-7551-40F6-A8DE-26A2BCA2B4AD}\n\tClass:\tdnsNode\n\t\nAttribute:\n\tLDAP Display Name:\tdNSTombstoned\n\tSyntax (OID):\t2.5.5.8\n\tValue:\tFALSE\n\t\nOperation:\n\tType:\t%%14675\n\tCorrelation ID:\t{7C7451CE-B776-46F9-A041-4B246C7FB324}\n\tApplication Correlation ID:\t-"
"11/6/2025, 2:21:27.307774 pm","5136","","","","","[5136 / 0x1410] Provider identifier: {54849625-5478-4994-a5ba-3e3b0328c30d} Source Name: Microsoft-Windows-Security-Auditing Strings: ['{7C7451CE-B776-46F9-A041-4B246C7FB324}'  '-'  'S-1-5-21-4107424128-4158083573-1300325248-500'  'Administrator'  'PIRATE'  '0x00000000000464ec'  'pirate.htb'  '%%14676'  'DC=test1 DC=pirate.htb cn=MicrosoftDNS DC=DomainDnsZones DC=pirate DC=htb'  '{5FB121FB-7551-40F6-A8DE-26A2BCA2B4AD}'  'dnsNode'  'dNSTombstoned'  '2.5.5.8'  'FALSE'  '%%14675'] Computer Name: DC01.pirate.htb Record Number: 706 Event Level: 0 Message string: A directory service object was modified.\n\t\nSubject:\n\tSecurity ID:\t\tS-1-5-21-4107424128-4158083573-1300325248-500\n\tAccount Name:\t\tAdministrator\n\tAccount Domain:\t\tPIRATE\n\tLogon ID:\t\t0x00000000000464ec\n\nDirectory Service:\n\tName:\tpirate.htb\n\tType:\t%%14676\n\t\nObject:\n\tDN:\tDC=test1 DC=pirate.htb cn=MicrosoftDNS DC=DomainDnsZones DC=pirate DC=htb\n\tGUID:\t{5FB121FB-7551-40F6-A8DE-26A2BCA2B4AD}\n\tClass:\tdnsNode\n\t\nAttribute:\n\tLDAP Display Name:\tdNSTombstoned\n\tSyntax (OID):\t2.5.5.8\n\tValue:\tFALSE\n\t\nOperation:\n\tType:\t%%14675\n\tCorrelation ID:\t{7C7451CE-B776-46F9-A041-4B246C7FB324}\n\tApplication Correlation ID:\t-"
"11/6/2025, 2:21:27.307774 pm","5136","","","","","[5136 / 0x1410] Provider identifier: {54849625-5478-4994-a5ba-3e3b0328c30d} Source Name: Microsoft-Windows-Security-Auditing Strings: ['{7C7451CE-B776-46F9-A041-4B246C7FB324}'  '-'  'S-1-5-21-4107424128-4158083573-1300325248-500'  'Administrator'  'PIRATE'  '0x00000000000464ec'  'pirate.htb'  '%%14676'  'DC=test1 DC=pirate.htb cn=MicrosoftDNS DC=DomainDnsZones DC=pirate DC=htb'  '{5FB121FB-7551-40F6-A8DE-26A2BCA2B4AD}'  'dnsNode'  'dNSTombstoned'  '2.5.5.8'  'TRUE'  '%%14674'] Computer Name: DC01.pirate.htb Record Number: 707 Event Level: 0 Message string: A directory service object was modified.\n\t\nSubject:\n\tSecurity ID:\t\tS-1-5-21-4107424128-4158083573-1300325248-500\n\tAccount Name:\t\tAdministrator\n\tAccount Domain:\t\tPIRATE\n\tLogon ID:\t\t0x00000000000464ec\n\nDirectory Service:\n\tName:\tpirate.htb\n\tType:\t%%14676\n\t\nObject:\n\tDN:\tDC=test1 DC=pirate.htb cn=MicrosoftDNS DC=DomainDnsZones DC=pirate DC=htb\n\tGUID:\t{5FB121FB-7551-40F6-A8DE-26A2BCA2B4AD}\n\tClass:\tdnsNode\n\t\nAttribute:\n\tLDAP Display Name:\tdNSTombstoned\n\tSyntax (OID):\t2.5.5.8\n\tValue:\tTRUE\n\t\nOperation:\n\tType:\t%%14674\n\tCorrelation ID:\t{7C7451CE-B776-46F9-A041-4B246C7FB324}\n\tApplication Correlation ID:\t-"
"11/6/2025, 2:21:27.307901 pm","5136","","","","","[5136 / 0x1410] Provider identifier: {54849625-5478-4994-a5ba-3e3b0328c30d} Source Name: Microsoft-Windows-Security-Auditing Strings: ['{7C7451CE-B776-46F9-A041-4B246C7FB324}'  '-'  'S-1-5-21-4107424128-4158083573-1300325248-500'  'Administrator'  'PIRATE'  '0x00000000000464ec'  'pirate.htb'  '%%14676'  'DC=test1 DC=pirate.htb cn=MicrosoftDNS DC=DomainDnsZones DC=pirate DC=htb'  '{5FB121FB-7551-40F6-A8DE-26A2BCA2B4AD}'  'dnsNode'  'dNSTombstoned'  '2.5.5.8'  'TRUE'  '%%14674'] Computer Name: DC01.pirate.htb Record Number: 707 Event Level: 0 Message string: A directory service object was modified.\n\t\nSubject:\n\tSecurity ID:\t\tS-1-5-21-4107424128-4158083573-1300325248-500\n\tAccount Name:\t\tAdministrator\n\tAccount Domain:\t\tPIRATE\n\tLogon ID:\t\t0x00000000000464ec\n\nDirectory Service:\n\tName:\tpirate.htb\n\tType:\t%%14676\n\t\nObject:\n\tDN:\tDC=test1 DC=pirate.htb cn=MicrosoftDNS DC=DomainDnsZones DC=pirate DC=htb\n\tGUID:\t{5FB121FB-7551-40F6-A8DE-26A2BCA2B4AD}\n\tClass:\tdnsNode\n\t\nAttribute:\n\tLDAP Display Name:\tdNSTombstoned\n\tSyntax (OID):\t2.5.5.8\n\tValue:\tTRUE\n\t\nOperation:\n\tType:\t%%14674\n\tCorrelation ID:\t{7C7451CE-B776-46F9-A041-4B246C7FB324}\n\tApplication Correlation ID:\t-"
"11/6/2025, 2:22:57.397591 pm","5136","","","","","[5136 / 0x1410] Provider identifier: {54849625-5478-4994-a5ba-3e3b0328c30d} Source Name: Microsoft-Windows-Security-Auditing Strings: ['{1E0031D1-DA68-443A-AD86-1073F920EB80}'  '-'  'S-1-5-21-4107424128-4158083573-1300325248-500'  'Administrator'  'PIRATE'  '0x00000000000464ec'  'pirate.htb'  '%%14676'  'DC=test1 DC=pirate.htb cn=MicrosoftDNS DC=DomainDnsZones DC=pirate DC=htb'  '{5FB121FB-7551-40F6-A8DE-26A2BCA2B4AD}'  'dnsNode'  'dnsRecord'  '2.5.5.10'  '%%14672'  '%%14675'] Computer Name: DC01.pirate.htb Record Number: 796 Event Level: 0 Message string: A directory service object was modified.\n\t\nSubject:\n\tSecurity ID:\t\tS-1-5-21-4107424128-4158083573-1300325248-500\n\tAccount Name:\t\tAdministrator\n\tAccount Domain:\t\tPIRATE\n\tLogon ID:\t\t0x00000000000464ec\n\nDirectory Service:\n\tName:\tpirate.htb\n\tType:\t%%14676\n\t\nObject:\n\tDN:\tDC=test1 DC=pirate.htb cn=MicrosoftDNS DC=DomainDnsZones DC=pirate DC=htb\n\tGUID:\t{5FB121FB-7551-40F6-A8DE-26A2BCA2B4AD}\n\tClass:\tdnsNode\n\t\nAttribute:\n\tLDAP Display Name:\tdnsRecord\n\tSyntax (OID):\t2.5.5.10\n\tValue:\t%%14672\n\t\nOperation:\n\tType:\t%%14675\n\tCorrelation ID:\t{1E0031D1-DA68-443A-AD86-1073F920EB80}\n\tApplication Correlation ID:\t-"
