TimeGenerated,EventID,Computer,Provider,Channel,RecordID,Level,Binary,Data_text,Data_text_0,Data_text_1,Data_text_2,Data_text_3,Data_text_4,Data_text_5,Data_text_6,Data_text_7,Data_text_8,Data_text_9
2025-06-09T14:31:16.797722Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2946}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,238,4,,,"CN=gMSA_ADFS_prod,CN=Managed Service Accounts,DC=pirate,DC=htb",S-1-5-21-4107424128-4158083573-1300325248-3102,192.168.100.2:50164,,,,,,,
2025-06-09T14:48:41.154975Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2946}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,239,4,,,"CN=gMSA_ADFS_prod,CN=Managed Service Accounts,DC=pirate,DC=htb",S-1-5-21-4107424128-4158083573-1300325248-500,10.10.11.208:49847,,,,,,,
2025-06-09T14:50:47.506722Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2946}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,240,4,,,"CN=gMSA_ADFS_prod,CN=Managed Service Accounts,DC=pirate,DC=htb",S-1-5-21-4107424128-4158083573-1300325248-500,10.10.11.208:49792,,,,,,,
2025-06-09T14:54:58.547540Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2946}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,241,4,,,"CN=gMSA_ADFS_prod,CN=Managed Service Accounts,DC=pirate,DC=htb",S-1-5-21-4107424128-4158083573-1300325248-3102,10.10.11.208:49851,,,,,,,
2025-06-09T15:29:53.453086Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2946}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,242,4,,,"CN=gMSA_ADFS_prod,CN=Managed Service Accounts,DC=pirate,DC=htb",S-1-5-21-4107424128-4158083573-1300325248-3102,192.168.100.2:49724,,,,,,,
2025-06-09T15:44:48.829318Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2179}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,243,4,,1895239148686277639,,,,,,,,,,
2025-06-09T15:44:50.433875Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1004}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,244,4,,,,,,,,,,,,
2025-06-09T15:45:10.384944Z,"{'#attributes': {'Qualifiers': 32768}, '#text': 3051}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,245,3,,,,,,,,,,,,
2025-06-09T15:45:10.384944Z,"{'#attributes': {'Qualifiers': 32768}, '#text': 3054}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,246,3,,,,,,,,,,,,
2025-06-09T15:45:10.492078Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2121}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,247,4,,,,,,,,,,,,
2025-06-09T15:45:10.492078Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2406}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,248,4,,Recycle Bin Feature,,,,,,,,,,
2025-06-09T15:45:10.492078Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2406}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,249,4,,Privileged Access Management Feature,,,,,,,,,,
2025-06-09T15:45:10.492078Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2168}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,250,4,,1895239148686277639,,,,,,,,,,
2025-06-09T15:45:10.492078Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2172}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,251,4,,1895239148686277639,,,,,,,,,,
2025-06-09T15:45:10.492078Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2405}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,252,4,,Privileged Access Management Feature,,,,,,,,,,
2025-06-09T15:45:10.492078Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2120}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,253,4,,,,,,,,,,,,
2025-06-09T15:45:10.492078Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2405}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,254,4,,Recycle Bin Feature,,,,,,,,,,
2025-06-09T15:45:20.526668Z,"{'#attributes': {'Qualifiers': 32768}, '#text': 2886}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,255,3,,,,,,,,,,,,
2025-06-09T15:45:20.526668Z,"{'#attributes': {'Qualifiers': 32768}, '#text': 3041}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,256,3,,,,,,,,,,,,
2025-06-09T15:45:20.526668Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1000}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,257,4,,,,,,,,,,,,
2025-06-09T15:45:50.524633Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1394}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,258,4,,,,,,,,,,,,
2025-06-09T15:48:04.709864Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2946}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,259,4,,,"CN=gMSA_ADFS_prod,CN=Managed Service Accounts,DC=pirate,DC=htb",S-1-5-21-4107424128-4158083573-1300325248-3102,192.168.100.2:49721,,,,,,,
2025-06-09T16:00:20.568584Z,"{'#attributes': {'Qualifiers': 0}, '#text': 102}",DC01.pirate.htb,NTDS ISAM,Directory Service,260,4,,,NTDS,"764,P,98",NTDSA: ,0,10,00,17763,0000,,
2025-06-09T16:00:20.568584Z,"{'#attributes': {'Qualifiers': 0}, '#text': 105}",DC01.pirate.htb,NTDS ISAM,Directory Service,261,4,,,NTDS,"764,D,0",NTDSA: ,0,0,"
[1] 0.000347 +J(0) +M(C:0K, Fs:80, WS:300K # 0K, PF:3280K # 340K, P:3280K)
[2] 0.000454 +J(0) +M(C:16K, Fs:142, WS:564K # 280K, PF:300K # 300K, P:300K)
[3] 0.000013 +J(0) +M(C:0K, Fs:5, WS:20K # 20K, PF:64K # 64K, P:64K)
[4] 0.004691 -0.000108 (1) WT +J(0) +M(C:0K, Fs:128, WS:436K # 436K, PF:5608K # 5608K, P:5608K)
[5] 0.000119 +J(0) +M(C:0K, Fs:1, WS:4K # 4K, PF:0K # 0K, P:0K)
[6] 0.001506 +J(0) +M(C:0K, Fs:21, WS:80K # 80K, PF:12K # 12K, P:12K)
[7] 0.038094 -0.030395 (41) WT +J(0) +M(C:0K, Fs:2576, WS:10284K # 10284K, PF:10260K # 10260K, P:10260K)
[8] -
[9] -
[10] -
[11] -
[12] -
[13] 0.010925 -0.006866 (42) WT +J(CM:0, PgRf:0, Rd:0/0, Dy:0/0, Lg:616/1) +M(C:0K, Fs:7, WS:-10220K # 16K, PF:-10256K # 12K, P:-10256K)
[14] 0.000015 +J(0) +M(C:0K, Fs:1, WS:4K # 0K, PF:0K # 0K, P:0K)
[15] 0.000364 +J(0) +M(C:0K, Fs:309, WS:1232K # 0K, PF:68K # 0K, P:68K)
[16] 0.000215 -0.000085 (1) WT +J(0) +M(C:0K, Fs:2, WS:0K # 0K, PF:0K # 0K, P:0K).",,,,
2025-06-09T16:00:20.568584Z,"{'#attributes': {'Qualifiers': 0}, '#text': 326}",DC01.pirate.htb,NTDS ISAM,Directory Service,262,4,,,NTDS,"764,D,50",NTDSA: ,1,C:\Windows\NTDS\ntds.dit,0,"
[1] 0.000005 +J(0) +M(C:0K, Fs:1, WS:4K # 0K, PF:0K # 0K, P:0K)
[2] 0.000238 -0.000097 (1) WT +J(0) +M(C:0K, Fs:19, WS:12K # 0K, PF:8K # 0K, P:8K)
[3] 0.002243 -0.000610 (6) WT +J(CM:0, PgRf:0, Rd:0/0, Dy:0/0, Lg:3480/2) +M(C:0K, Fs:19, WS:60K # 0K, PF:132K # 0K, P:132K)
[4] 0.000053 +J(0)
[5] -
[6] -
[7] -
[8] 0.001477 -0.000306 (2) CM -0.000125 (2) WT +J(CM:2, PgRf:2, Rd:4/2, Dy:0/0, Lg:0/0) +M(C:32K, Fs:49, WS:188K # 0K, PF:224K # 0K, P:224K)
[9] 0.001575 -0.001157 (6) CM -0.000921 (6) WT +J(CM:6, PgRf:24, Rd:0/5, Dy:0/0, Lg:0/0) +M(C:-20K, Fs:27, WS:84K # 0K, PF:180K # 0K, P:180K)
[10] 0.000384 -0.000304 (3) CM -0.000150 (3) WT +J(CM:3, PgRf:40, Rd:0/3, Dy:0/0, Lg:0/0) +M(C:-8K, Fs:3, WS:0K # 0K, PF:56K # 0K, P:56K)
[11] 0.000124 -0.000100 (1) CM -0.000047 (1) WT +J(CM:1, PgRf:1, Rd:0/1, Dy:0/0, Lg:0/0) +M(C:0K, Fs:3, WS:8K # 0K, PF:0K # 0K, P:0K)
[12] 0.000130 -0.000092 (1) CM -0.000041 (1) WT +J(CM:1, PgRf:42, Rd:0/1, Dy:0/0, Lg:0/0) +M(C:0K, Fs:2, WS:4K # 0K, PF:0K # 0K, P:0K)
[13] 0.0 +J(0)
[14] 0.0 +J(0)
[15] 0.000173 -0.000155 (1) CM -0.000102 (1) WT +J(CM:1, PgRf:1, Rd:0/1, Dy:0/0, Lg:0/0) +M(C:0K, Fs:1, WS:0K # 0K, PF:0K # 0K, P:0K).",0 0,lgposAttach = 00000002:0649:0268,
2025-06-09T16:00:20.568584Z,"{'#attributes': {'Qualifiers': 0}, '#text': 700}",DC01.pirate.htb,NTDS ISAM,Directory Service,263,4,,,NTDS,"764,D,0",NTDSA: ,C:\Windows\NTDS\ntds.dit,,,,,,
2025-06-09T16:00:20.599852Z,"{'#attributes': {'Qualifiers': 0}, '#text': 701}",DC01.pirate.htb,NTDS ISAM,Directory Service,264,4,,,NTDS,"764,D,0",NTDSA: ,C:\Windows\NTDS\ntds.dit,2,6/9/2025,0,1,1,6
2025-06-09T16:00:20.527716Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1869}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,265,4,,,\\DC01.pirate.htb,Default-First-Site-Name,,,,,,,,
2025-06-09T17:46:58.102387Z,"{'#attributes': {'Qualifiers': 32768}, '#text': 2170}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,266,3,,,1895239148686277639,10262622414549091729,,,,,,,,
2025-06-09T17:46:58.102387Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2181}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,267,4,,,,,,,,,,,,
2025-06-09T17:46:58.102387Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2204}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,268,4,,,,,,,,,,,,
2025-06-09T17:46:58.117357Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1109}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,269,4,,,6eb9e6cd-6f36-41c8-b40c-55e066f980ba,830f4de5-e982-4046-9dc6-1e6957e216c3,41311,,,,,,,
2025-06-09T17:46:58.117357Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2181}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,270,4,,,,,,,,,,,,
2025-06-09T17:46:58.117357Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2041}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,271,4,,,40000885,2,,,,,,,,
2025-06-09T17:46:58.117357Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2179}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,272,4,,10262622414549091729,,,,,,,,,,
2025-06-09T17:46:58.117357Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2200}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,273,4,,,,,,,,,,,,
2025-06-09T17:46:58.117357Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2201}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,274,4,,,,,,,,,,,,
2025-06-09T17:46:59.144127Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2185}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,275,4,,DFSR,,,,,,,,,,
2025-06-09T17:46:59.144127Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2208}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,276,4,,,,,,,,,,,,
2025-06-09T17:47:00.164830Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2187}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,277,4,,DFSR,,,,,,,,,,
2025-06-09T17:48:41.954478Z,"{'#attributes': {'Qualifiers': 32768}, '#text': 2947}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,278,3,,,"CN=gMSA_ADFS_prod,CN=Managed Service Accounts,DC=pirate,DC=htb",S-1-5-21-4107424128-4158083573-1300325248-3102,192.168.100.2:49769,8995,,,,,,
2025-06-09T17:48:42.063051Z,"{'#attributes': {'Qualifiers': 32768}, '#text': 2947}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,279,3,,,"CN=gMSA_ADFS_prod,CN=Managed Service Accounts,DC=pirate,DC=htb",S-1-5-21-4107424128-4158083573-1300325248-3102,192.168.100.2:49774,8995,,,,,,
2025-06-09T17:48:42.189429Z,"{'#attributes': {'Qualifiers': 32768}, '#text': 2947}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,280,3,,,"CN=gMSA_ADFS_prod,CN=Managed Service Accounts,DC=pirate,DC=htb",S-1-5-21-4107424128-4158083573-1300325248-3102,192.168.100.2:49780,8995,,,,,,
2025-06-09T17:48:42.314209Z,"{'#attributes': {'Qualifiers': 32768}, '#text': 2947}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,281,3,,,"CN=gMSA_ADFS_prod,CN=Managed Service Accounts,DC=pirate,DC=htb",S-1-5-21-4107424128-4158083573-1300325248-3102,192.168.100.2:49789,8995,,,,,,
2025-06-09T17:48:42.437545Z,"{'#attributes': {'Qualifiers': 32768}, '#text': 2947}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,282,3,,,"CN=gMSA_ADFS_prod,CN=Managed Service Accounts,DC=pirate,DC=htb",S-1-5-21-4107424128-4158083573-1300325248-3102,192.168.100.2:49794,8995,,,,,,
2025-06-09T18:06:23.628742Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2179}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,283,4,,10262622414549091729,,,,,,,,,,
2025-06-09T18:06:24.272761Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1004}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,284,4,,,,,,,,,,,,
2025-06-10T13:52:39.178728Z,"{'#attributes': {'Qualifiers': 32768}, '#text': 3051}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,285,3,,,,,,,,,,,,
2025-06-10T13:52:39.178728Z,"{'#attributes': {'Qualifiers': 32768}, '#text': 3054}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,286,3,,,,,,,,,,,,
2025-06-10T13:52:39.304255Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2121}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,287,4,,,,,,,,,,,,
2025-06-10T13:52:39.304255Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2406}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,288,4,,Recycle Bin Feature,,,,,,,,,,
2025-06-10T13:52:39.304255Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2406}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,289,4,,Privileged Access Management Feature,,,,,,,,,,
2025-06-10T13:52:39.304255Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2168}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,290,4,,10262622414549091729,,,,,,,,,,
2025-06-10T13:52:39.304255Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2172}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,291,4,,10262622414549091729,,,,,,,,,,
2025-06-10T13:52:39.304255Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2405}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,292,4,,Privileged Access Management Feature,,,,,,,,,,
2025-06-10T13:52:39.304255Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2120}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,293,4,,,,,,,,,,,,
2025-06-10T13:52:39.304255Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2405}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,294,4,,Recycle Bin Feature,,,,,,,,,,
2025-06-10T13:52:49.320795Z,"{'#attributes': {'Qualifiers': 32768}, '#text': 2886}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,295,3,,,,,,,,,,,,
2025-06-10T13:52:49.320795Z,"{'#attributes': {'Qualifiers': 32768}, '#text': 3041}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,296,3,,,,,,,,,,,,
2025-06-10T13:52:49.320795Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1000}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,297,4,,,,,,,,,,,,
2025-06-10T13:53:19.327210Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1394}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,298,4,,,,,,,,,,,,
2025-06-10T13:55:31.188866Z,"{'#attributes': {'Qualifiers': 32768}, '#text': 2947}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,299,3,,,"CN=gMSA_ADFS_prod,CN=Managed Service Accounts,DC=pirate,DC=htb",S-1-5-21-4107424128-4158083573-1300325248-3102,192.168.100.2:49740,8995,,,,,,
2025-06-10T13:55:31.297210Z,"{'#attributes': {'Qualifiers': 32768}, '#text': 2947}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,300,3,,,"CN=gMSA_ADFS_prod,CN=Managed Service Accounts,DC=pirate,DC=htb",S-1-5-21-4107424128-4158083573-1300325248-3102,192.168.100.2:49747,8995,,,,,,
2025-06-10T13:55:31.428082Z,"{'#attributes': {'Qualifiers': 32768}, '#text': 2947}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,301,3,,,"CN=gMSA_ADFS_prod,CN=Managed Service Accounts,DC=pirate,DC=htb",S-1-5-21-4107424128-4158083573-1300325248-3102,192.168.100.2:49753,8995,,,,,,
2025-06-10T13:55:31.538304Z,"{'#attributes': {'Qualifiers': 32768}, '#text': 2947}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,302,3,,,"CN=gMSA_ADFS_prod,CN=Managed Service Accounts,DC=pirate,DC=htb",S-1-5-21-4107424128-4158083573-1300325248-3102,192.168.100.2:49758,8995,,,,,,
2025-06-10T13:55:31.647787Z,"{'#attributes': {'Qualifiers': 32768}, '#text': 2947}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,303,3,,,"CN=gMSA_ADFS_prod,CN=Managed Service Accounts,DC=pirate,DC=htb",S-1-5-21-4107424128-4158083573-1300325248-3102,192.168.100.2:49763,8995,,,,,,
2025-06-10T14:07:49.381307Z,"{'#attributes': {'Qualifiers': 0}, '#text': 102}",DC01.pirate.htb,NTDS ISAM,Directory Service,304,4,,,NTDS,"768,P,98",NTDSA: ,0,10,00,17763,0000,,
2025-06-10T14:07:49.381307Z,"{'#attributes': {'Qualifiers': 0}, '#text': 105}",DC01.pirate.htb,NTDS ISAM,Directory Service,305,4,,,NTDS,"768,D,0",NTDSA: ,0,0,"
[1] 0.001354 +J(0) +M(C:0K, Fs:91, WS:344K # 0K, PF:3292K # 340K, P:3292K)
[2] 0.000897 +J(0) +M(C:16K, Fs:136, WS:528K # 276K, PF:312K # 312K, P:312K)
[3] 0.000062 +J(0) +M(C:0K, Fs:5, WS:20K # 20K, PF:64K # 64K, P:64K)
[4] 0.005617 -0.000090 (1) WT +J(0) +M(C:0K, Fs:127, WS:428K # 428K, PF:5612K # 5612K, P:5612K)
[5] 0.000138 +J(0) +M(C:0K, Fs:1, WS:4K # 4K, PF:0K # 0K, P:0K)
[6] 0.001862 +J(0) +M(C:0K, Fs:21, WS:84K # 84K, PF:12K # 12K, P:12K)
[7] 0.038498 -0.031363 (41) WT +J(0) +M(C:0K, Fs:2576, WS:10284K # 10284K, PF:10260K # 10260K, P:10260K)
[8] -
[9] -
[10] -
[11] -
[12] -
[13] 0.010318 -0.006330 (42) WT +J(CM:0, PgRf:0, Rd:0/0, Dy:0/0, Lg:616/1) +M(C:0K, Fs:7, WS:-10220K # 16K, PF:-10256K # 12K, P:-10256K)
[14] 0.000024 +J(0) +M(C:0K, Fs:1, WS:4K # 0K, PF:0K # 0K, P:0K)
[15] 0.000158 +J(0) +M(C:0K, Fs:309, WS:1232K # 0K, PF:68K # 0K, P:68K)
[16] 0.000182 -0.000064 (1) WT +J(0) +M(C:0K, Fs:3, WS:4K # 0K, PF:0K # 0K, P:0K).",,,,
2025-06-10T14:07:49.381307Z,"{'#attributes': {'Qualifiers': 0}, '#text': 326}",DC01.pirate.htb,NTDS ISAM,Directory Service,306,4,,,NTDS,"768,D,50",NTDSA: ,1,C:\Windows\NTDS\ntds.dit,0,"
[1] 0.000006 +J(0) +M(C:0K, Fs:1, WS:4K # 0K, PF:0K # 0K, P:0K)
[2] 0.000232 -0.000093 (1) WT +J(0) +M(C:0K, Fs:19, WS:12K # 0K, PF:8K # 0K, P:8K)
[3] 0.002383 -0.000870 (6) WT +J(CM:0, PgRf:0, Rd:0/0, Dy:0/0, Lg:3480/2) +M(C:0K, Fs:24, WS:84K # 0K, PF:148K # 0K, P:148K)
[4] 0.000050 +J(0)
[5] -
[6] -
[7] -
[8] 0.001648 -0.000349 (2) CM -0.000135 (2) WT +J(CM:2, PgRf:2, Rd:4/2, Dy:0/0, Lg:0/0) +M(C:16K, Fs:50, WS:192K # 0K, PF:212K # 0K, P:212K)
[9] 0.002894 -0.001436 (5) CM -0.001181 (5) WT +J(CM:5, PgRf:24, Rd:0/5, Dy:0/0, Lg:0/0) +M(C:-8K, Fs:32, WS:100K # 0K, PF:204K # 0K, P:204K)
[10] 0.000616 -0.000523 (3) CM -0.000383 (3) WT +J(CM:3, PgRf:40, Rd:0/3, Dy:0/0, Lg:0/0) +M(C:-4K, Fs:3, WS:4K # 0K, PF:60K # 0K, P:60K)
[11] 0.000035 +J(CM:0, PgRf:1, Rd:0/0, Dy:0/0, Lg:0/0) +M(C:0K, Fs:2, WS:8K # 0K, PF:0K # 0K, P:0K)
[12] 0.000019 +J(CM:0, PgRf:42, Rd:0/0, Dy:0/0, Lg:0/0) +M(C:0K, Fs:1, WS:4K # 0K, PF:0K # 0K, P:0K)
[13] 0.0 +J(0)
[14] 0.0 +J(0)
[15] 0.000002 +J(CM:0, PgRf:1, Rd:0/0, Dy:0/0, Lg:0/0).",0 0,lgposAttach = 00000002:0719:0268,
2025-06-10T14:07:49.381307Z,"{'#attributes': {'Qualifiers': 0}, '#text': 700}",DC01.pirate.htb,NTDS ISAM,Directory Service,307,4,,,NTDS,"768,D,0",NTDSA: ,C:\Windows\NTDS\ntds.dit,,,,,,
2025-06-10T14:07:49.561897Z,"{'#attributes': {'Qualifiers': 0}, '#text': 701}",DC01.pirate.htb,NTDS ISAM,Directory Service,308,4,,,NTDS,"768,D,0",NTDSA: ,C:\Windows\NTDS\ntds.dit,2,6/10/2025,0,1,1,7
2025-06-10T14:07:49.331342Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1869}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,309,4,,,\\DC01.pirate.htb,Default-First-Site-Name,,,,,,,,
2025-06-10T15:46:07.155158Z,"{'#attributes': {'Qualifiers': 32768}, '#text': 2170}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,310,3,,,10262622414549091729,4063743883673368527,,,,,,,,
2025-06-10T15:46:07.155158Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2181}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,311,4,,,,,,,,,,,,
2025-06-10T15:46:07.155158Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2204}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,312,4,,,,,,,,,,,,
2025-06-10T15:46:07.188199Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1109}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,313,4,,,830f4de5-e982-4046-9dc6-1e6957e216c3,0b7db152-4c9d-4d18-b549-67bf9bc520d3,45185,,,,,,,
2025-06-10T15:46:07.188199Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2181}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,314,4,,,,,,,,,,,,
2025-06-10T15:46:07.188199Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2041}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,315,4,,,40000885,2,,,,,,,,
2025-06-10T15:46:07.188199Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2179}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,316,4,,4063743883673368527,,,,,,,,,,
2025-06-10T15:46:07.188199Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2200}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,317,4,,,,,,,,,,,,
2025-06-10T15:46:07.188199Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2201}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,318,4,,,,,,,,,,,,
2025-06-10T15:46:08.199479Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2185}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,319,4,,DFSR,,,,,,,,,,
2025-06-10T15:46:08.201424Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2208}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,320,4,,,,,,,,,,,,
