TimeGenerated,EventID,Computer,Provider,Channel,RecordID,Level,AccessList,AccessMask,AdditionalInfo,AdditionalInfo2,AdvancedOptions,AppCorrelationID,AttributeLDAPDisplayName,AttributeSyntaxOID,AttributeValue,ClientProcessId,ClientProcessStartKey,CommandLine,ConfigAccessPolicy,DSName,DSType,DisableIntegrityChecks,FlightSigning,HandleId,HypervisorDebug,HypervisorLaunchType,HypervisorLoadOptions,KernelDebug,LoadOptions,MandatoryLabel,NewProcessId,NewProcessName,NewTime,ObjectClass,ObjectDN,ObjectGUID,ObjectName,ObjectServer,ObjectType,OpCorrelationID,OperationType,ParentProcessName,PreviousTime,ProcessId,ProcessName,Properties,RemoteEventLogging,SubjectDomainName,SubjectLogonId,SubjectUserName,SubjectUserSid,TargetDomainName,TargetLogonId,TargetProcessId,TargetProcessName,TargetUserName,TargetUserSid,TestSigning,TokenElevationType,VsmLaunchType,attributes_xmlns
2025-06-10T13:52:37.475230Z,4688,DC01.pirate.htb,Microsoft-Windows-Security-Auditing,Security,15061,0,,,,,,,,,,,,,,,,,,,,,,,,S-1-16-16384,0x254,C:\Windows\System32\wininit.exe,,,,,,,,,,C:\Windows\System32\smss.exe,,0x1e4,,,,-,0x3e7,-,S-1-5-18,-,0x0,,,-,S-1-0-0,,%%1936,,
2025-06-10T13:52:37.480603Z,4688,DC01.pirate.htb,Microsoft-Windows-Security-Auditing,Security,15062,0,,,,,,,,,,,,,,,,,,,,,,,,S-1-16-16384,0x25c,C:\Windows\System32\csrss.exe,,,,,,,,,,C:\Windows\System32\smss.exe,,0x24c,,,,-,0x3e7,-,S-1-5-18,-,0x0,,,-,S-1-0-0,,%%1936,,
2025-06-10T13:52:37.517344Z,4688,DC01.pirate.htb,Microsoft-Windows-Security-Auditing,Security,15063,0,,,,,,,,,,,,,,,,,,,,,,,,S-1-16-16384,0x29c,C:\Windows\System32\winlogon.exe,,,,,,,,,,C:\Windows\System32\smss.exe,,0x24c,,,,-,0x3e7,-,S-1-5-18,-,0x0,,,-,S-1-0-0,,%%1936,,
2025-06-10T13:52:37.607400Z,4688,DC01.pirate.htb,Microsoft-Windows-Security-Auditing,Security,15064,0,,,,,,,,,,,,,,,,,,,,,,,,S-1-16-16384,0x2e4,C:\Windows\System32\services.exe,,,,,,,,,,C:\Windows\System32\wininit.exe,,0x254,,,,-,0x3e7,-,S-1-5-18,-,0x0,,,-,S-1-0-0,,%%1936,,
2025-06-10T13:52:37.651371Z,4688,DC01.pirate.htb,Microsoft-Windows-Security-Auditing,Security,15065,0,,,,,,,,,,,,,,,,,,,,,,,,S-1-16-16384,0x2ec,C:\Windows\System32\LsaIso.exe,,,,,,,,,,C:\Windows\System32\wininit.exe,,0x254,,,,-,0x3e7,-,S-1-5-18,-,0x0,,,-,S-1-0-0,,%%1936,,
2025-06-10T13:52:37.654551Z,4688,DC01.pirate.htb,Microsoft-Windows-Security-Auditing,Security,15066,0,,,,,,,,,,,,,,,,,,,,,,,,S-1-16-16384,0x300,C:\Windows\System32\lsass.exe,,,,,,,,,,C:\Windows\System32\wininit.exe,,0x254,,,,-,0x3e7,-,S-1-5-18,-,0x0,,,-,S-1-0-0,,%%1936,,
2025-06-10T13:53:23.930871Z,4662,DC01.pirate.htb,Microsoft-Windows-Security-Auditing,Security,15067,0,"%%7685
				",0x20,-,,,,,,,,,,,,,,,0x0,,,,,,,,,,,,,%{d1b955c4-5a95-4a8f-9267-9b58829b2fec},DS,%{bf967a86-0de6-11d0-a285-00aa003049e2},,Object Access,,,,,"%%7685
		{e48d0154-bcf8-11d1-8702-00c04fb96050}
			{f3a64788-5306-11d1-a9c5-0000f80367c1}
	{bf967a86-0de6-11d0-a285-00aa003049e2}
",,PIRATE,0x3c99b,DC01$,S-1-5-18,,,,,,,,,,
2025-06-10T13:53:23.932366Z,4662,DC01.pirate.htb,Microsoft-Windows-Security-Auditing,Security,15068,0,"%%7685
				",0x20,-,,,,,,,,,,,,,,,0x0,,,,,,,,,,,,,%{d1b955c4-5a95-4a8f-9267-9b58829b2fec},DS,%{bf967a86-0de6-11d0-a285-00aa003049e2},,Object Access,,,,,"%%7685
		{e48d0154-bcf8-11d1-8702-00c04fb96050}
			{f3a64788-5306-11d1-a9c5-0000f80367c1}
	{bf967a86-0de6-11d0-a285-00aa003049e2}
",,PIRATE,0x3c99b,DC01$,S-1-5-18,,,,,,,,,,
2025-06-10T13:53:23.933787Z,4662,DC01.pirate.htb,Microsoft-Windows-Security-Auditing,Security,15069,0,"%%7685
				",0x20,-,,,,,,,,,,,,,,,0x0,,,,,,,,,,,,,%{d1b955c4-5a95-4a8f-9267-9b58829b2fec},DS,%{bf967a86-0de6-11d0-a285-00aa003049e2},,Object Access,,,,,"%%7685
		{e48d0154-bcf8-11d1-8702-00c04fb96050}
			{f3a64788-5306-11d1-a9c5-0000f80367c1}
	{bf967a86-0de6-11d0-a285-00aa003049e2}
",,PIRATE,0x3c99b,DC01$,S-1-5-18,,,,,,,,,,
2025-06-10T13:53:23.934257Z,4662,DC01.pirate.htb,Microsoft-Windows-Security-Auditing,Security,15070,0,"%%7685
				",0x20,-,,,,,,,,,,,,,,,0x0,,,,,,,,,,,,,%{d1b955c4-5a95-4a8f-9267-9b58829b2fec},DS,%{bf967a86-0de6-11d0-a285-00aa003049e2},,Object Access,,,,,"%%7685
		{e48d0154-bcf8-11d1-8702-00c04fb96050}
			{f3a64788-5306-11d1-a9c5-0000f80367c1}
	{bf967a86-0de6-11d0-a285-00aa003049e2}
",,PIRATE,0x3c99b,DC01$,S-1-5-18,,,,,,,,,,
2025-06-10T13:53:23.935556Z,4662,DC01.pirate.htb,Microsoft-Windows-Security-Auditing,Security,15071,0,"%%7685
				",0x20,-,,,,,,,,,,,,,,,0x0,,,,,,,,,,,,,%{d1b955c4-5a95-4a8f-9267-9b58829b2fec},DS,%{bf967a86-0de6-11d0-a285-00aa003049e2},,Object Access,,,,,"%%7685
		{e48d0154-bcf8-11d1-8702-00c04fb96050}
			{f3a64788-5306-11d1-a9c5-0000f80367c1}
	{bf967a86-0de6-11d0-a285-00aa003049e2}
",,PIRATE,0x3c99b,DC01$,S-1-5-18,,,,,,,,,,
2025-06-10T13:53:23.936038Z,4662,DC01.pirate.htb,Microsoft-Windows-Security-Auditing,Security,15072,0,"%%7685
				",0x20,-,,,,,,,,,,,,,,,0x0,,,,,,,,,,,,,%{d1b955c4-5a95-4a8f-9267-9b58829b2fec},DS,%{bf967a86-0de6-11d0-a285-00aa003049e2},,Object Access,,,,,"%%7685
		{e48d0154-bcf8-11d1-8702-00c04fb96050}
			{f3a64788-5306-11d1-a9c5-0000f80367c1}
	{bf967a86-0de6-11d0-a285-00aa003049e2}
",,PIRATE,0x3c99b,DC01$,S-1-5-18,,,,,,,,,,
2025-06-10T13:53:29.343930Z,5136,DC01.pirate.htb,Microsoft-Windows-Security-Auditing,Security,15073,0,,,,,,-,servicePrincipalName,2.5.5.12,Microsoft Virtual Console Service/DC01.pirate.htb,,,,,pirate.htb,%%14676,,,,,,,,,,,,,computer,"CN=DC01,OU=Domain Controllers,DC=pirate,DC=htb",D1B955C4-5A95-4A8F-9267-9B58829B2FEC,,,,1F42FB4F-01D7-4303-958A-9C09036150C1,%%14674,,,,,,,NT AUTHORITY,0x3c99b,SYSTEM,S-1-5-18,,,,,,,,,,
2025-06-10T13:53:29.344032Z,5136,DC01.pirate.htb,Microsoft-Windows-Security-Auditing,Security,15074,0,,,,,,-,servicePrincipalName,2.5.5.12,Microsoft Virtual Console Service/DC01,,,,,pirate.htb,%%14676,,,,,,,,,,,,,computer,"CN=DC01,OU=Domain Controllers,DC=pirate,DC=htb",D1B955C4-5A95-4A8F-9267-9B58829B2FEC,,,,2349A611-F918-4120-B47A-8C484BE9649F,%%14674,,,,,,,NT AUTHORITY,0x3c99b,SYSTEM,S-1-5-18,,,,,,,,,,
2025-06-10T13:53:29.344128Z,5136,DC01.pirate.htb,Microsoft-Windows-Security-Auditing,Security,15075,0,,,,,,-,servicePrincipalName,2.5.5.12,Microsoft Virtual System Migration Service/DC01.pirate.htb,,,,,pirate.htb,%%14676,,,,,,,,,,,,,computer,"CN=DC01,OU=Domain Controllers,DC=pirate,DC=htb",D1B955C4-5A95-4A8F-9267-9B58829B2FEC,,,,AA7FB1B0-273C-4C4A-A758-37C425E0307D,%%14674,,,,,,,NT AUTHORITY,0x3c99b,SYSTEM,S-1-5-18,,,,,,,,,,
2025-06-10T13:53:29.344219Z,5136,DC01.pirate.htb,Microsoft-Windows-Security-Auditing,Security,15076,0,,,,,,-,servicePrincipalName,2.5.5.12,Microsoft Virtual System Migration Service/DC01,,,,,pirate.htb,%%14676,,,,,,,,,,,,,computer,"CN=DC01,OU=Domain Controllers,DC=pirate,DC=htb",D1B955C4-5A95-4A8F-9267-9B58829B2FEC,,,,E16AB132-6241-4D28-B311-75CDC6F68C32,%%14674,,,,,,,NT AUTHORITY,0x3c99b,SYSTEM,S-1-5-18,,,,,,,,,,
2025-06-10T13:53:29.344308Z,5136,DC01.pirate.htb,Microsoft-Windows-Security-Auditing,Security,15077,0,,,,,,-,servicePrincipalName,2.5.5.12,Hyper-V Replica Service/DC01.pirate.htb,,,,,pirate.htb,%%14676,,,,,,,,,,,,,computer,"CN=DC01,OU=Domain Controllers,DC=pirate,DC=htb",D1B955C4-5A95-4A8F-9267-9B58829B2FEC,,,,3C5A3F86-E454-4930-BB7D-8CBAD97E4113,%%14674,,,,,,,NT AUTHORITY,0x3c99b,SYSTEM,S-1-5-18,,,,,,,,,,
2025-06-10T13:53:29.344394Z,5136,DC01.pirate.htb,Microsoft-Windows-Security-Auditing,Security,15078,0,,,,,,-,servicePrincipalName,2.5.5.12,Hyper-V Replica Service/DC01,,,,,pirate.htb,%%14676,,,,,,,,,,,,,computer,"CN=DC01,OU=Domain Controllers,DC=pirate,DC=htb",D1B955C4-5A95-4A8F-9267-9B58829B2FEC,,,,672EEECA-5BDE-487D-99F6-32D69445D5CC,%%14674,,,,,,,NT AUTHORITY,0x3c99b,SYSTEM,S-1-5-18,,,,,,,,,,
2025-06-10T14:07:49.335203Z,4662,DC01.pirate.htb,Microsoft-Windows-Security-Auditing,Security,15079,0,"%%7688
				",0x100,-,,,,,,,,,,,,,,,0x0,,,,,,,,,,,,,%{ac6b13ed-ba56-4e14-a1e9-5c6f0c229f7c},DS,%{19195a5b-6da0-11d0-afd3-00c04fd930c9},,Object Access,,,,,"%%7688
		{1131f6aa-9c07-11d1-f79f-00c04fc2dcd2}
	{19195a5b-6da0-11d0-afd3-00c04fd930c9}
",,PIRATE,0x13effb,DC01$,S-1-5-18,,,,,,,,,,
2025-06-10T15:46:07.142436Z,4616,DC01.pirate.htb,Microsoft-Windows-Security-Auditing,Security,15080,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-10T15:46:07.138000Z,,,,,,,,,,2025-06-10T14:31:12.131685Z,0xacc,C:\Program Files\VMware\VMware Tools\vmtoolsd.exe,,,PIRATE,0x3e7,DC01$,S-1-5-18,,,,,,,,,,
2025-06-10T15:54:42.789227Z,1100,DC01.pirate.htb,Microsoft-Windows-Eventlog,Security,15081,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://manifests.microsoft.com/win/2004/08/windows/eventlog
2025-06-11T13:24:37.502288Z,4688,DC01.pirate.htb,Microsoft-Windows-Security-Auditing,Security,15082,0,,,,,,,,,,,,,,,,,,,,,,,,S-1-16-16384,0x38,,,,,,,,,,,,,0x4,,,,-,0x3e7,-,S-1-5-18,-,0x0,,,-,S-1-0-0,,%%1936,,
2025-06-11T13:24:37.502292Z,4688,DC01.pirate.htb,Microsoft-Windows-Security-Auditing,Security,15083,0,,,,,,,,,,,,,,,,,,,,,,,,S-1-16-16384,0x6c,Registry,,,,,,,,,,,,0x4,,,,-,0x3e7,-,S-1-5-18,-,0x0,,,-,S-1-0-0,,%%1936,,
2025-06-11T13:24:37.502294Z,4696,DC01.pirate.htb,Microsoft-Windows-Security-Auditing,Security,15084,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x4,,,,-,0x3e7,-,S-1-5-18,-,0x3e7,0x6c,Registry,-,S-1-0-0,,,,
2025-06-11T13:24:37.502296Z,4826,DC01.pirate.htb,Microsoft-Windows-Security-Auditing,Security,15085,0,,,,,%%1843,,,,,,,,%%1846,,,%%1843,%%1843,,%%1843,%%1849,-,%%1843,-,,,,,,,,,,,,,,,,,,%%1843,-,0x3e7,-,S-1-5-18,,,,,,,%%1843,,%%1849,
2025-06-11T13:24:37.506703Z,4688,DC01.pirate.htb,Microsoft-Windows-Security-Auditing,Security,15086,0,,,,,,,,,,,,,,,,,,,,,,,,S-1-16-16384,0x14c,C:\Windows\System32\smss.exe,,,,,,,,,,,,0x4,,,,-,0x3e7,-,S-1-5-18,-,0x0,,,-,S-1-0-0,,%%1936,,
2025-06-11T13:24:38.047063Z,4688,DC01.pirate.htb,Microsoft-Windows-Security-Auditing,Security,15087,0,,,,,,,,,,,,,,,,,,,,,,,,S-1-16-16384,0x1a0,C:\Windows\System32\autochk.exe,,,,,,,,,,C:\Windows\System32\smss.exe,,0x14c,,,,-,0x3e7,-,S-1-5-18,-,0x0,,,-,S-1-0-0,,%%1936,,
2025-06-11T13:24:38.509571Z,4688,DC01.pirate.htb,Microsoft-Windows-Security-Auditing,Security,15088,0,,,,,,,,,,,,,,,,,,,,,,,,S-1-16-16384,0x1d8,C:\Windows\System32\smss.exe,,,,,,,,,,C:\Windows\System32\smss.exe,,0x14c,,,,-,0x3e7,-,S-1-5-18,-,0x0,,,-,S-1-0-0,,%%1936,,
2025-06-11T13:24:38.566591Z,4688,DC01.pirate.htb,Microsoft-Windows-Security-Auditing,Security,15089,0,,,,,,,,,,,,,,,,,,,,,,,,S-1-16-16384,0x1e4,C:\Windows\System32\csrss.exe,,,,,,,,,,C:\Windows\System32\smss.exe,,0x1d8,,,,-,0x3e7,-,S-1-5-18,-,0x0,,,-,S-1-0-0,,%%1936,,
2025-06-11T13:24:38.712146Z,4688,DC01.pirate.htb,Microsoft-Windows-Security-Auditing,Security,15090,0,,,,,,,,,,,,,,,,,,,,,,,,S-1-16-16384,0x244,C:\Windows\System32\smss.exe,,,,,,,,,,C:\Windows\System32\smss.exe,,0x14c,,,,-,0x3e7,-,S-1-5-18,-,0x0,,,-,S-1-0-0,,%%1936,,
2025-06-11T13:24:38.712755Z,4688,DC01.pirate.htb,Microsoft-Windows-Security-Auditing,Security,15091,0,,,,,,,,,,,,,,,,,,,,,,,,S-1-16-16384,0x24c,C:\Windows\System32\wininit.exe,,,,,,,,,,C:\Windows\System32\smss.exe,,0x1d8,,,,-,0x3e7,-,S-1-5-18,-,0x0,,,-,S-1-0-0,,%%1936,,
2025-06-11T13:24:38.719505Z,4688,DC01.pirate.htb,Microsoft-Windows-Security-Auditing,Security,15092,0,,,,,,,,,,,,,,,,,,,,,,,,S-1-16-16384,0x254,C:\Windows\System32\csrss.exe,,,,,,,,,,C:\Windows\System32\smss.exe,,0x244,,,,-,0x3e7,-,S-1-5-18,-,0x0,,,-,S-1-0-0,,%%1936,,
2025-06-11T13:24:38.752184Z,4688,DC01.pirate.htb,Microsoft-Windows-Security-Auditing,Security,15093,0,,,,,,,,,,,,,,,,,,,,,,,,S-1-16-16384,0x294,C:\Windows\System32\winlogon.exe,,,,,,,,,,C:\Windows\System32\smss.exe,,0x244,,,,-,0x3e7,-,S-1-5-18,-,0x0,,,-,S-1-0-0,,%%1936,,
2025-06-11T13:24:38.840498Z,4688,DC01.pirate.htb,Microsoft-Windows-Security-Auditing,Security,15094,0,,,,,,,,,,,,,,,,,,,,,,,,S-1-16-16384,0x2dc,C:\Windows\System32\services.exe,,,,,,,,,,C:\Windows\System32\wininit.exe,,0x24c,,,,-,0x3e7,-,S-1-5-18,-,0x0,,,-,S-1-0-0,,%%1936,,
