USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           2  0.0  0.0      0     0 ?        S    03:31   0:00 [kthreadd]
root          49  0.0  0.0      0     0 ?        I<   03:31   0:00  \_ [kworker/R-edac-]
root          50  0.0  0.0      0     0 ?        I<   03:31   0:00  \_ [kworker/R-devfr]
root          51  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [watchdogd]
root          52  0.0  0.0      0     0 ?        I<   03:31   0:00  \_ [kworker/R-quota]
root          55  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [kswapd0]
root          56  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [ecryptfs-kthread]
root          57  0.0  0.0      0     0 ?        I<   03:31   0:00  \_ [kworker/R-kthro]
root          58  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [irq/24-pciehp]
root          59  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [irq/25-pciehp]
root          60  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [irq/26-pciehp]
root          61  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [irq/27-pciehp]
root          62  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [irq/28-pciehp]
root          63  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [irq/29-pciehp]
root          64  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [irq/30-pciehp]
root          65  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [irq/31-pciehp]
root          66  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [irq/32-pciehp]
root          67  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [irq/33-pciehp]
root          68  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [irq/34-pciehp]
root          69  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [irq/35-pciehp]
root          70  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [irq/36-pciehp]
root          71  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [irq/37-pciehp]
root          72  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [irq/38-pciehp]
root          73  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [irq/39-pciehp]
root          74  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [irq/40-pciehp]
root          75  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [irq/41-pciehp]
root          76  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [irq/42-pciehp]
root          77  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [irq/43-pciehp]
root          78  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [irq/44-pciehp]
root          79  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [irq/45-pciehp]
root          80  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [irq/46-pciehp]
root          81  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [irq/47-pciehp]
root          82  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [irq/48-pciehp]
root          83  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [irq/49-pciehp]
root          84  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [irq/50-pciehp]
root          85  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [irq/51-pciehp]
root          86  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [irq/52-pciehp]
root          87  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [irq/53-pciehp]
root          88  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [irq/54-pciehp]
root          89  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [irq/55-pciehp]
root          90  0.0  0.0      0     0 ?        I<   03:31   0:00  \_ [kworker/R-acpi_]
root          92  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [scsi_eh_0]
root          93  0.0  0.0      0     0 ?        I<   03:31   0:00  \_ [kworker/R-scsi_]
root          94  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [scsi_eh_1]
root          95  0.0  0.0      0     0 ?        I<   03:31   0:00  \_ [kworker/R-scsi_]
root          99  0.0  0.0      0     0 ?        I<   03:31   0:00  \_ [kworker/R-mld]
root         100  0.0  0.0      0     0 ?        I<   03:31   0:00  \_ [kworker/R-ipv6_]
root         101  0.0  0.0      0     0 ?        I    03:31   0:00  \_ [kworker/u4:1-netns]
root         108  0.0  0.0      0     0 ?        I<   03:31   0:00  \_ [kworker/R-kstrp]
root         110  0.0  0.0      0     0 ?        I<   03:31   0:00  \_ [kworker/u7:0]
root         111  0.0  0.0      0     0 ?        I<   03:31   0:00  \_ [kworker/u8:0]
root         112  0.0  0.0      0     0 ?        I<   03:31   0:00  \_ [kworker/u9:0]
root         125  0.0  0.0      0     0 ?        I<   03:31   0:00  \_ [kworker/R-charg]
root         150  0.0  0.0      0     0 ?        I<   03:31   0:00  \_ [kworker/0:1H-kblockd]
root         175  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [scsi_eh_2]
root         179  0.0  0.0      0     0 ?        I<   03:31   0:00  \_ [kworker/R-scsi_]
root         180  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [scsi_eh_3]
root         182  0.0  0.0      0     0 ?        I<   03:31   0:00  \_ [kworker/R-scsi_]
root         183  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [scsi_eh_4]
root         184  0.0  0.0      0     0 ?        I<   03:31   0:00  \_ [kworker/R-scsi_]
root         185  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [scsi_eh_5]
root         188  0.0  0.0      0     0 ?        I<   03:31   0:00  \_ [kworker/R-scsi_]
root         189  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [scsi_eh_6]
root         190  0.0  0.0      0     0 ?        I<   03:31   0:00  \_ [kworker/R-scsi_]
root         192  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [scsi_eh_7]
root         193  0.0  0.0      0     0 ?        I<   03:31   0:00  \_ [kworker/R-scsi_]
root         194  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [scsi_eh_8]
root         195  0.0  0.0      0     0 ?        I<   03:31   0:00  \_ [kworker/R-scsi_]
root         196  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [scsi_eh_9]
root         198  0.0  0.0      0     0 ?        I<   03:31   0:00  \_ [kworker/R-scsi_]
root         199  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [scsi_eh_10]
root         200  0.0  0.0      0     0 ?        I<   03:31   0:00  \_ [kworker/R-scsi_]
root         202  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [scsi_eh_11]
root         203  0.0  0.0      0     0 ?        I<   03:31   0:00  \_ [kworker/R-scsi_]
root         204  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [scsi_eh_12]
root         205  0.0  0.0      0     0 ?        I<   03:31   0:00  \_ [kworker/R-scsi_]
root         209  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [scsi_eh_13]
root         210  0.0  0.0      0     0 ?        I<   03:31   0:00  \_ [kworker/R-mpt_p]
root         211  0.0  0.0      0     0 ?        I<   03:31   0:00  \_ [kworker/R-scsi_]
root         212  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [scsi_eh_14]
root         217  0.0  0.0      0     0 ?        I<   03:31   0:00  \_ [kworker/R-scsi_]
root         219  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [scsi_eh_15]
root         220  0.0  0.0      0     0 ?        I<   03:31   0:00  \_ [kworker/R-mpt/0]
root         221  0.0  0.0      0     0 ?        I<   03:31   0:00  \_ [kworker/R-scsi_]
root         222  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [scsi_eh_16]
root         223  0.0  0.0      0     0 ?        I<   03:31   0:00  \_ [kworker/R-scsi_]
root         224  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [scsi_eh_17]
root         225  0.0  0.0      0     0 ?        I<   03:31   0:00  \_ [kworker/R-scsi_]
root         226  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [scsi_eh_18]
root         227  0.0  0.0      0     0 ?        I<   03:31   0:00  \_ [kworker/R-scsi_]
root         228  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [scsi_eh_19]
root         229  0.0  0.0      0     0 ?        I<   03:31   0:00  \_ [kworker/R-scsi_]
root         230  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [scsi_eh_20]
root         231  0.0  0.0      0     0 ?        I<   03:31   0:00  \_ [kworker/R-scsi_]
root         232  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [scsi_eh_21]
root         233  0.0  0.0      0     0 ?        I<   03:31   0:00  \_ [kworker/R-scsi_]
root         234  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [scsi_eh_22]
root         235  0.0  0.0      0     0 ?        I<   03:31   0:00  \_ [kworker/R-scsi_]
root         236  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [scsi_eh_23]
root         237  0.0  0.0      0     0 ?        I<   03:31   0:00  \_ [kworker/R-scsi_]
root         238  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [scsi_eh_24]
root         239  0.0  0.0      0     0 ?        I<   03:31   0:00  \_ [kworker/R-scsi_]
root         240  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [scsi_eh_25]
root         241  0.0  0.0      0     0 ?        I<   03:31   0:00  \_ [kworker/R-scsi_]
root         242  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [scsi_eh_26]
root         243  0.0  0.0      0     0 ?        I<   03:31   0:00  \_ [kworker/R-scsi_]
root         244  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [scsi_eh_27]
root         245  0.0  0.0      0     0 ?        I<   03:31   0:00  \_ [kworker/R-scsi_]
root         246  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [scsi_eh_28]
root         247  0.0  0.0      0     0 ?        I<   03:31   0:00  \_ [kworker/R-scsi_]
root         248  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [scsi_eh_29]
root         249  0.0  0.0      0     0 ?        I<   03:31   0:00  \_ [kworker/R-scsi_]
root         250  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [scsi_eh_30]
root         251  0.0  0.0      0     0 ?        I<   03:31   0:00  \_ [kworker/R-scsi_]
root         252  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [scsi_eh_31]
root         253  0.0  0.0      0     0 ?        I<   03:31   0:00  \_ [kworker/R-scsi_]
root         280  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [scsi_eh_32]
root         281  0.0  0.0      0     0 ?        I<   03:31   0:00  \_ [kworker/R-scsi_]
root         310  0.0  0.0      0     0 ?        I<   03:31   0:00  \_ [kworker/R-raid5]
root         341  0.0  0.0      0     0 ?        S    03:31   0:01  \_ [jbd2/sda4-8]
root         342  0.0  0.0      0     0 ?        I<   03:31   0:00  \_ [kworker/R-ext4-]
root         418  0.0  0.0      0     0 ?        I<   03:31   0:00  \_ [kworker/R-rpcio]
root         419  0.0  0.0      0     0 ?        I<   03:31   0:00  \_ [kworker/R-xprti]
root         471  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [psimon]
root         558  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [jbd2/sda2-8]
root         559  0.0  0.0      0     0 ?        I<   03:31   0:00  \_ [kworker/R-ext4-]
root         735  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [audit_prune_tree]
root         742  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [irq/60-vmw_vmci]
root         744  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [irq/61-vmw_vmci]
root         844  0.0  0.0      0     0 ?        S    03:31   0:00  \_ [irq/16-vmwgfx]
root         845  0.0  0.0      0     0 ?        I<   03:31   0:00  \_ [kworker/R-ttm]
root         947  0.0  0.0      0     0 ?        I    03:31   0:00  \_ [kworker/u4:2-ext4-rsv-conversion]
root        1081  0.0  0.0      0     0 ?        I<   03:31   0:00  \_ [kworker/R-crypt]
root        1215  0.0  0.0      0     0 ?        I<   03:31   0:00  \_ [kworker/1:2H-kblockd]
root        1602  0.0  0.0      0     0 ?        I    03:32   0:00  \_ [lockd]
root        1614  0.0  0.0      0     0 ?        I    03:32   0:00  \_ [nfsd]
root        1615  0.0  0.0      0     0 ?        I    03:32   0:00  \_ [nfsd]
root        1616  0.0  0.0      0     0 ?        I    03:32   0:00  \_ [nfsd]
root        1617  0.0  0.0      0     0 ?        I    03:32   0:00  \_ [nfsd]
root        1618  0.0  0.0      0     0 ?        I    03:32   0:00  \_ [nfsd]
root        1619  0.0  0.0      0     0 ?        I    03:32   0:00  \_ [nfsd]
root        1620  0.0  0.0      0     0 ?        I    03:32   0:00  \_ [nfsd]
root        1621  0.0  0.0      0     0 ?        I    03:32   0:00  \_ [nfsd]
root        4774  0.0  0.0      0     0 ?        I    08:12   0:00  \_ [kworker/u6:2-events_unbound]
root        5276  0.0  0.0      0     0 ?        I    08:32   0:01  \_ [kworker/0:3-events]
root        5344  0.0  0.0      0     0 ?        I    08:33   0:00  \_ [kworker/u5:2-events_unbound]
root        5432  0.0  0.0      0     0 ?        I    08:34   0:00  \_ [kworker/u6:1-flush-8:0]
root        5506  0.0  0.0      0     0 ?        I    08:38   0:00  \_ [kworker/u5:1-events_power_efficient]
root        5697  0.2  0.0      0     0 ?        I    08:41   0:03  \_ [kworker/1:3-events]
root        5730  0.0  0.0      0     0 ?        I    08:41   0:00  \_ [kworker/0:1-cgroup_free]
root        5871  0.0  0.0      0     0 ?        I    08:46   0:00  \_ [kworker/u5:3-flush-8:0]
root        5988  0.0  0.0      0     0 ?        I    08:47   0:00  \_ [kworker/u6:0-flush-8:0]
root        6145  0.0  0.0      0     0 ?        I    08:50   0:00  \_ [kworker/1:2-cgroup_release]
root        6245  0.0  0.0      0     0 ?        S    08:52   0:00  \_ [psimon]
root        6334  0.0  0.0      0     0 ?        I    08:56   0:00  \_ [kworker/u6:3-events_unbound]
root        6372  0.0  0.0      0     0 ?        I    09:00   0:00  \_ [kworker/0:0]
root           1  0.0  0.3  22476 13736 ?        Ss   03:31   0:07 /sbin/init biosdevname=0 HOME=/ init=/sbin/init NETWORK_SKIP_ENSLAVED= TERM=linux drop_caps= PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin PWD=/ rootmnt=/root
root         399  0.0  0.5  58640 22640 ?        S<s  03:31   0:03 /usr/lib/systemd/systemd-journald LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/snap/bin NOTIFY_SOCKET=/run/systemd/notify FDSTORE=4224 LISTEN_PID=399 LISTEN_FDS=3 LISTEN_FDNAMES=systemd-journald-dev-log.socket:systemd-journald.socket:systemd-journald.socket WATCHDOG_PID=399 WATCHDOG_USEC=180000000 USER=root INVOCATION_ID=ce53d42fa7ba4ee7b34dd39c39930639 RUNTIME_DIRECTORY=/run/systemd/journal SYSTEMD_EXEC_PID=399 MEMORY_PRESSURE_WATCH=/sys/fs/cgroup/system.slice/systemd-journald.service/memory.pressure MEMORY_PRESSURE_WRITE=c29tZSAyMDAwMDAgMjAwMDAwMAA= TERM=linux
root         466  0.0  0.2  30336  9052 ?        Ss   03:31   0:00 /usr/lib/systemd/systemd-udevd LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/snap/bin NOTIFY_SOCKET=/run/systemd/notify LISTEN_PID=466 LISTEN_FDS=2 LISTEN_FDNAMES=systemd-udevd-control.socket:systemd-udevd-kernel.socket WATCHDOG_PID=466 WATCHDOG_USEC=180000000 USER=root INVOCATION_ID=1f36a2d63b564d5abf338ab0cb904b57 JOURNAL_STREAM=8:3871 SYSTEMD_EXEC_PID=466 MEMORY_PRESSURE_WATCH=/sys/fs/cgroup/system.slice/systemd-udevd.service/memory.pressure MEMORY_PRESSURE_WRITE=c29tZSAyMDAwMDAgMjAwMDAwMAA=
root         658  0.0  0.0  85908  3008 ?        S<sl 03:31   0:05 /sbin/auditd LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/snap/bin PIDFILE=/run/auditd.pid USER=root INVOCATION_ID=3b723182f22843f486e74300e9f37fca JOURNAL_STREAM=8:5816 SYSTEMD_EXEC_PID=643 MEMORY_PRESSURE_WATCH=/sys/fs/cgroup/system.slice/auditd.service/memory.pressure MEMORY_PRESSURE_WRITE=c29tZSAyMDAwMDAgMjAwMDAwMAA=
_laurel      661  0.0  0.1  10100  6364 ?        S<   03:31   0:06  \_ /usr/local/sbin/laurel --config /etc/laurel/config.toml
_rpc         667  0.0  0.1   7968  4072 ?        Ss   03:31   0:00 /sbin/rpcbind -f -w LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/snap/bin NOTIFY_SOCKET=/run/systemd/notify LISTEN_PID=667 LISTEN_FDS=5 LISTEN_FDNAMES=rpcbind.socket:rpcbind.socket:rpcbind.socket:rpcbind.socket:rpcbind.socket USER=root INVOCATION_ID=d06fefee2e5f48b0baa003607edad8fa JOURNAL_STREAM=8:6304 SYSTEMD_EXEC_PID=667 MEMORY_PRESSURE_WATCH=/sys/fs/cgroup/system.slice/rpcbind.service/memory.pressure MEMORY_PRESSURE_WRITE=c29tZSAyMDAwMDAgMjAwMDAwMAA= OPTIONS=-w
systemd+     683  0.0  0.3  21596 13064 ?        Ss   03:31   0:03 /usr/lib/systemd/systemd-resolved LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/snap/bin NOTIFY_SOCKET=/run/systemd/notify WATCHDOG_PID=683 WATCHDOG_USEC=180000000 USER=systemd-resolve LOGNAME=systemd-resolve INVOCATION_ID=629ca42aaa03455aa190cc27bbaf843e JOURNAL_STREAM=8:8220 RUNTIME_DIRECTORY=/run/systemd/resolve CREDENTIALS_DIRECTORY=/run/credentials/systemd-resolved.service SYSTEMD_EXEC_PID=683 MEMORY_PRESSURE_WATCH=/sys/fs/cgroup/system.slice/systemd-resolved.service/memory.pressure MEMORY_PRESSURE_WRITE=c29tZSAyMDAwMDAgMjAwMDAwMAA=
systemd+     691  0.0  0.1  91028  7796 ?        Ssl  03:31   0:01 /usr/lib/systemd/systemd-timesyncd LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/snap/bin NOTIFY_SOCKET=/run/systemd/notify WATCHDOG_PID=691 WATCHDOG_USEC=180000000 USER=systemd-timesync LOGNAME=systemd-timesync INVOCATION_ID=6d66866fec76494eaba0068b13529949 JOURNAL_STREAM=8:6628 RUNTIME_DIRECTORY=/run/systemd/timesync STATE_DIRECTORY=/var/lib/systemd/timesync SYSTEMD_EXEC_PID=691 MEMORY_PRESSURE_WATCH=/sys/fs/cgroup/system.slice/systemd-timesyncd.service/memory.pressure MEMORY_PRESSURE_WRITE=c29tZSAyMDAwMDAgMjAwMDAwMAA= SYSTEMD_NSS_RESOLVE_VALIDATE=0
root         731  0.0  0.0   5140  1672 ?        Ss   03:31   0:00 /usr/sbin/blkmapd LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/snap/bin PIDFILE=/run/blkmapd.pid USER=root INVOCATION_ID=8aeb2986a11147ae9d89a042903a068c JOURNAL_STREAM=8:6687 SYSTEMD_EXEC_PID=717 MEMORY_PRESSURE_WATCH=/sys/fs/cgroup/system.slice/nfs-blkmap.service/memory.pressure MEMORY_PRESSURE_WRITE=c29tZSAyMDAwMDAgMjAwMDAwMAA=
root         741  0.0  0.0   5632  3056 ?        Ss   03:31   0:00 /usr/sbin/nfsdcld LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/snap/bin USER=root INVOCATION_ID=4eb32c82aa7a4bc6a06d70cb82e9a512 JOURNAL_STREAM=8:6770 SYSTEMD_EXEC_PID=737 MEMORY_PRESSURE_WATCH=/sys/fs/cgroup/system.slice/nfsdcld.service/memory.pressure MEMORY_PRESSURE_WRITE=c29tZSAyMDAwMDAgMjAwMDAwMAA=
root         745  0.0  0.3  53468 12100 ?        Ss   03:31   0:00 /usr/bin/VGAuthService LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/snap/bin USER=root INVOCATION_ID=42f824be152844bfb3615ee3436a81f8 JOURNAL_STREAM=8:8711 SYSTEMD_EXEC_PID=745 MEMORY_PRESSURE_WATCH=/sys/fs/cgroup/system.slice/vgauth.service/memory.pressure MEMORY_PRESSURE_WRITE=c29tZSAyMDAwMDAgMjAwMDAwMAA=
root         746  0.1  0.2 317172 10716 ?        Ssl  03:31   0:27 /usr/bin/vmtoolsd LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/snap/bin USER=root INVOCATION_ID=93cf5d5ccecc4d7e887b2dd020a67ca3 JOURNAL_STREAM=8:6861 SYSTEMD_EXEC_PID=746 MEMORY_PRESSURE_WATCH=/sys/fs/cgroup/system.slice/open-vm-tools.service/memory.pressure MEMORY_PRESSURE_WRITE=c29tZSAyMDAwMDAgMjAwMDAwMAA=
root         768  0.0  0.0   4068  3252 ?        Ss   03:31   0:00 dhclient -1 -4 -v -i -pf /run/dhclient.eth0.pid -lf /var/lib/dhcp/dhclient.eth0.leases -I -df /var/lib/dhcp/dhclient6.eth0.leases eth0 CLASS=auto METHOD=dhcp MODE=start LOGICAL=eth0 PHASE=post-up ADDRFAM=inet VERBOSITY=0 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin IFUPDOWN_eth0=post-up IFACE=eth0 PWD=/
message+     839  0.0  0.1   9836  5548 ?        Ss   03:31   0:02 @dbus-daemon --system --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/snap/bin NOTIFY_SOCKET=/run/systemd/notify LISTEN_PID=839 LISTEN_FDS=1 LISTEN_FDNAMES=dbus.socket SYSTEMD_NSS_DYNAMIC_BYPASS=1 USER=root INVOCATION_ID=e9b761610c834342bf1354fc455651e0 JOURNAL_STREAM=8:8825 SYSTEMD_EXEC_PID=839 MEMORY_PRESSURE_WATCH=/sys/fs/cgroup/system.slice/dbus.service/memory.pressure MEMORY_PRESSURE_WRITE=c29tZSAyMDAwMDAgMjAwMDAwMAA=
root         843  0.0  0.0   5428  3592 ?        Ss   03:31   0:00 /usr/sbin/fsidd LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/snap/bin USER=root INVOCATION_ID=03ead45060e7410f9e9998ab43648903 JOURNAL_STREAM=8:9322 SYSTEMD_EXEC_PID=843 MEMORY_PRESSURE_WATCH=/sys/fs/cgroup/system.slice/fsidd.service/memory.pressure MEMORY_PRESSURE_WRITE=c29tZSAyMDAwMDAgMjAwMDAwMAA=
root         849  0.0  0.5  32192 21344 ?        Ss   03:31   0:00 /usr/bin/python3 /usr/bin/networkd-dispatcher --run-startup-triggers LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/snap/bin NOTIFY_SOCKET=/run/systemd/notify USER=root INVOCATION_ID=db41ddf88775466191d52aadbda70b6b JOURNAL_STREAM=8:9398 SYSTEMD_EXEC_PID=849 MEMORY_PRESSURE_WATCH=/sys/fs/cgroup/system.slice/networkd-dispatcher.service/memory.pressure MEMORY_PRESSURE_WRITE=c29tZSAyMDAwMDAgMjAwMDAwMAA= networkd_dispatcher_args=--run-startup-triggers
polkitd      864  0.0  0.2 308164  8020 ?        Ssl  03:31   0:01 /usr/lib/polkit-1/polkitd --no-debug LANG=en_US.UTF-8 PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/snap/bin USER=polkitd LOGNAME=polkitd INVOCATION_ID=73207dae13d249efb54b15d0d5da97c3 JOURNAL_STREAM=8:9152 SYSTEMD_EXEC_PID=864 MEMORY_PRESSURE_WATCH=/sys/fs/cgroup/system.slice/polkit.service/memory.pressure MEMORY_PRESSURE_WRITE=c29tZSAyMDAwMDAgMjAwMDAwMAA=
