TimeGenerated,EventID,Computer,Provider,Channel,RecordID,Level,AADDomainJoin,ADDomainJoin,AccountName,AdapterName,AdaptiveTargetState,AddServiceStatus,AdditionalInfo,Address,AddressLength,AttemptedRecoveryEnforcementSucceeded,BackupPath,Binary,BitlockerUserInputTime,BootId,BootMenuPolicy,BootMode,BootStatusPolicy,BootStlEnforced,BootType,BucketConfidenceLevel,BucketId,BufferFlushNeeded,BuildArch,BuildBranch,BuildNumber,BuildVersion,CacheFlushNeeded,CacheFlushSupported,CallerProcessId,CallerProcessImageName,ChannelPath,ClientPID,ClientProcessId,ClientProcessStartKey,CmosTime,Command line,ComputerName,Config,CorruptionActionState,CountNew,CountOld,CurrentBias,CurrentStratumNumber,CurrentTimeZoneID,DCName,Data_text,Data_text_0,Data_text_1,Data_text_2,Data_text_3,Data_text_4,Data_text_5,Data_text_6,Date,Debug,Default SD String:,DeviceAttributes,DeviceInstanceID,DeviceName,DeviceNameLength,DeviceObject,DeviceTime,DeviceVersionMajor,DeviceVersionMinor,DirtyPages,DisabledLoadOption,DomainController,DomainPeer,DriveName,DriverFileName,DueTime,DwordVal,EfiDaylightFlags,EfiTime,EfiTimeZoneBias,EnableDisableReason,Enabled,EnabledFeatures,EnabledNew,EntryCount,ErrorCode,ErrorMessage,ErrorPhase,ErrorString,Errorcode,ExecutablePath,ExitReason,FailureReason,FileStartTime,FinalStatus,FirstRefresh,Flags,GracePeriod,Group,GroupName,HRESULT,HResult,HalRtcErrorCode,HardwareChecks,HardwareEnabled,HardwarePresent,HiveName,HiveNameLength,IdleImplementation,IdleStateCount,IfGuid,IfIndex,IfLuid,ImageName,ImagePath,InternalBootFlags,InternalInfo,IsAutoEnabled,IsLicensed,IsSoftBoot,IsTestConfig,IsUnattended,KeysUpdated,LastBootGood,LastBootId,LastShutdownGood,LoadOptions,LoaderTime,LocalStatus,LookupType,MajorVersion,MaximumPerformancePercent,MdClearSupported,MinimumPasswordLength,MinimumPasswordLengthAudit,MinimumPerformancePercent,MinimumThrottlePercent,MiniportEventEnum,MinorVersion,MonitorReason,Name,NewLatchTimerNeeded,NewLatchTimerWaitingSystemUpdateCompletion,NewNicIPv4RscEnabled,NewNicIPv6RscEnabled,NewPortRscEnabled,NewSchemeGuid,NewSize,NewTime,NewTimerNeeded,NewTimerWaitingUpdateCompletion,NextSessionId,NextSessionType,NextUpdate,NicFName,NicFNameLen,NicInstanceId,NicName,NicNameLen,NominalFrequency,NormalProcessId,NotAffectedAtom,NotAffectedMdsNo,NotAffectedRdclNo,Number,NumberOfGroupPolicyObjects,OCSPResponderURL,OSEditionID,OSName,OSbuildversion,OSmajorversion,OSminorversion,OSservicepackName,OSservicepackmajorversion,OSservicepackminorversion,Official,OldNicIPv4RscEnabled,OldNicIPv6RscEnabled,OldPortRscEnabled,OldSchemeGuid,OldTime,Operation,OriginalSize,OwnerService,Parent Process 1,Parent Process 10,Parent Process 2,Parent Process 3,Parent Process 4,Parent Process 5,Parent Process 6,Parent Process 7,Parent Process 8,Parent Process 9,ParentHypervisorFlushes,PerformanceImplementation,Phase,Policy,PolicyFileExists,PortFName,PortFNameLen,PortName,PortNameLen,PowerStateAc,PreviousEnergyCapacityAtEnd,PreviousEnergyCapacityAtStart,PreviousFullEnergyCapacityAtEnd,PreviousFullEnergyCapacityAtStart,PreviousLatchTimerExistsButDisabled,PreviousSessionDurationInUs,PreviousSessionId,PreviousSessionType,PreviousTimerExists,PreviousTimerExistsButDisabled,PreviousTimerStartTime,PrimaryService,Problems,ProcessID,ProcessId,ProcessName,ProcessPath,ProcessPid,ProcessingMode,ProcessingTimeInMilliseconds,PublisherGuid,QfeVersion,QueryName,RealTimeIsUniversal,Reason,Reboot Reason,RelaxMinimumPasswordLengthLimits,ReserveStatus,RetryMinutes,RscStateModifiedReason,SchedulerType,ServiceName,ServiceType,ServiceVersion,ShutdownActionType,ShutdownEventCode,ShutdownReason,Sid,SmtEnabled,StartTime,StartType,State,Status,StopTime,SubjectDomainName,SubjectUserName,Success,SupportInfo1,SupportInfo2,SupportedFeatures,SwitchFName,SwitchFNameLen,SwitchName,SwitchNameLen,SystemInCmosMode,SystemTime,TSId,ThisUpdate,Time,TimeDeltaInMs,TimeRemainingToSetLocalClockFreeRunningSeconds,TimeSource,TimeSourceRefId,TimeZoneBias,TimeZoneInfoCacheUpdated,TrustName,TrustletIdentity,UnsynchronizedTimeSeconds,UpdateReason,UpdateService,UpdateType,Url,UrlGroupId,UserSid,VMId,VMIdLen,VMName,VMNameLen,VsmPolicy,attributes_Name,attributes_xmlns,error,errorCode,param1,param10,param11,param2,param3,param4,param5,param6,param7,param8,param9,serviceGuid,spn1,spn2,updateGuid,updateRevisionNumber,updateTitle,win32Error
2026-04-05T16:51:54.383968Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7042}",WIN-10087MEU94D,Service Control Manager,System,613,4,,,,,,,,,,,,6C006D0068006F007300740073000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TCP/IP NetBIOS Helper,,,stop,0x40030011,Operating System: Network Connectivity (Planned),None,,,,,,,,,,,
2026-04-05T16:51:54.404426Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",WIN-10087MEU94D,Service Control Manager,System,614,4,,,,,,,,,,,,6C006D0068006F007300740073002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TCP/IP NetBIOS Helper,,,stopped,,,,,,,,,,,,,,
2026-04-05T16:51:54.415871Z,10317,WIN-10087MEU94D,Microsoft-Windows-NDIS,System,615,2,,,,vmxnet3 Ethernet Adapter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2DA2CB09-2F51-4CFC-8E5F-9059008EDE33,3,1689399649632256,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-05T16:51:57.279151Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7040}",WIN-10087MEU94D,Service Control Manager,System,616,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3ware,,,demand start,boot start,3ware,,,,,,,,,,,,
2026-04-05T16:51:57.493175Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7040}",WIN-10087MEU94D,Service Control Manager,System,617,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADP80XX,,,demand start,boot start,ADP80XX,,,,,,,,,,,,
2026-04-05T16:51:57.620193Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7040}",WIN-10087MEU94D,Service Control Manager,System,618,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amdsata,,,demand start,boot start,amdsata,,,,,,,,,,,,
2026-04-05T16:51:57.630643Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7040}",WIN-10087MEU94D,Service Control Manager,System,619,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amdxata,,,demand start,boot start,amdxata,,,,,,,,,,,,
2026-04-05T16:51:57.689789Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7040}",WIN-10087MEU94D,Service Control Manager,System,620,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amdsbs,,,demand start,boot start,amdsbs,,,,,,,,,,,,
2026-04-05T16:51:57.766350Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7040}",WIN-10087MEU94D,Service Control Manager,System,621,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adaptec SAS/SATA-II RAID Storport's Miniport Driver,,,demand start,boot start,arcsas,,,,,,,,,,,,
2026-04-05T16:51:58.448429Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7040}",WIN-10087MEU94D,Service Control Manager,System,622,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bfadi,,,demand start,boot start,bfadi,,,,,,,,,,,,
2026-04-05T16:51:58.528471Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7040}",WIN-10087MEU94D,Service Control Manager,System,623,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bfadfcoei,,,demand start,boot start,bfadfcoei,,,,,,,,,,,,
2026-04-05T16:51:58.653749Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7040}",WIN-10087MEU94D,Service Control Manager,System,624,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QLogic FCoE Offload driver,,,demand start,boot start,bxfcoe,,,,,,,,,,,,
2026-04-05T16:51:58.965209Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7040}",WIN-10087MEU94D,Service Control Manager,System,625,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QLogic Offload iSCSI Driver,,,demand start,boot start,bxois,,,,,,,,,,,,
