#TYPE Selected.System.Diagnostics.Process
"Id","ProcessName","Path","StartTime","User"
"6024","ShellExperienceHost","C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe","4/6/2026 5:24:04 PM",
"2896","sihost","C:\Windows\system32\sihost.exe","4/6/2026 5:24:00 PM",
"312","smss",,"4/6/2026 5:23:04 PM",
"2556","spoolsv","C:\Windows\System32\spoolsv.exe","4/6/2026 5:23:36 PM",
"68","svchost","C:\Windows\system32\svchost.exe","4/6/2026 5:23:08 PM",
"532","svchost","C:\Windows\System32\svchost.exe","4/6/2026 5:23:08 PM",
"756","svchost","C:\Windows\system32\svchost.exe","4/6/2026 5:23:08 PM",
"768","svchost","C:\Windows\system32\svchost.exe","4/6/2026 5:23:08 PM",
"784","svchost","C:\Windows\System32\svchost.exe","4/6/2026 5:23:08 PM",
"804","svchost","C:\Windows\System32\svchost.exe","4/6/2026 5:33:09 PM",
"920","svchost","C:\Windows\system32\svchost.exe","4/6/2026 5:23:07 PM",
"940","svchost","C:\Windows\system32\svchost.exe","4/6/2026 5:23:07 PM",
"980","svchost","C:\Windows\system32\svchost.exe","4/6/2026 5:23:08 PM",
"1048","svchost","C:\Windows\System32\svchost.exe","4/6/2026 5:23:08 PM",
"1088","svchost","C:\Windows\system32\svchost.exe","4/6/2026 5:23:08 PM",
"1132","svchost","C:\Windows\system32\svchost.exe","4/6/2026 5:23:08 PM",
"1264","svchost","C:\Windows\system32\svchost.exe","4/6/2026 5:23:08 PM",
"1324","svchost","C:\Windows\System32\svchost.exe","4/6/2026 5:23:08 PM",
"1380","svchost","C:\Windows\system32\svchost.exe","4/6/2026 5:23:08 PM",
"1400","svchost","C:\Windows\system32\svchost.exe","4/6/2026 5:23:08 PM",
"1408","svchost","C:\Windows\system32\svchost.exe","4/6/2026 5:23:08 PM",
"1424","svchost","C:\Windows\System32\svchost.exe","4/6/2026 5:23:08 PM",
"1516","svchost","C:\Windows\system32\svchost.exe","4/6/2026 5:23:08 PM",
"1536","svchost","C:\Windows\system32\svchost.exe","4/6/2026 5:23:08 PM",
"1620","svchost","C:\Windows\system32\svchost.exe","4/6/2026 5:23:08 PM",
"1628","svchost","C:\Windows\System32\svchost.exe","4/6/2026 5:23:08 PM",
"1664","svchost","C:\Windows\system32\svchost.exe","4/6/2026 5:23:08 PM",
"1700","svchost","C:\Windows\System32\svchost.exe","4/6/2026 5:23:08 PM",
"1740","svchost","C:\Windows\system32\svchost.exe","4/6/2026 5:23:08 PM",
"1776","svchost","C:\Windows\System32\svchost.exe","4/6/2026 5:23:08 PM",
"1800","svchost","C:\Windows\system32\svchost.exe","4/6/2026 5:23:08 PM",
"1856","svchost","C:\Windows\system32\svchost.exe","4/6/2026 5:23:08 PM",
"1880","svchost","C:\Windows\System32\svchost.exe","4/6/2026 5:23:08 PM",
"2004","svchost","C:\Windows\system32\svchost.exe","4/6/2026 5:23:08 PM",
"2032","svchost","C:\Windows\system32\svchost.exe","4/6/2026 5:23:08 PM",
"2060","svchost","C:\Windows\system32\svchost.exe","4/6/2026 5:23:36 PM",
"2108","svchost","C:\Windows\System32\svchost.exe","4/6/2026 5:23:08 PM",
"2220","svchost","C:\Windows\system32\svchost.exe","4/6/2026 5:23:08 PM",
"2236","svchost","C:\Windows\system32\svchost.exe","4/6/2026 5:23:08 PM",
"2320","svchost","C:\Windows\System32\svchost.exe","4/6/2026 5:23:08 PM",
"2352","svchost","C:\Windows\System32\svchost.exe","4/6/2026 5:23:08 PM",
"2604","svchost","C:\Windows\system32\svchost.exe","4/6/2026 5:23:36 PM",
"2696","svchost","C:\Windows\System32\svchost.exe","4/6/2026 5:33:10 PM",
"2788","svchost","C:\Windows\System32\svchost.exe","4/6/2026 5:23:36 PM",
"2804","svchost","C:\Windows\System32\svchost.exe","4/6/2026 5:23:17 PM",
"2920","svchost","C:\Windows\system32\svchost.exe","4/6/2026 5:24:00 PM",
"3076","svchost","C:\Windows\system32\svchost.exe","4/6/2026 5:23:36 PM",
"3136","svchost","C:\Windows\System32\svchost.exe","4/6/2026 5:23:36 PM",
"3160","svchost","C:\Windows\system32\svchost.exe","4/6/2026 5:23:36 PM",
"3276","svchost","C:\Windows\system32\svchost.exe","4/6/2026 5:48:49 PM",
"4084","svchost","C:\Windows\system32\svchost.exe","4/6/2026 5:24:00 PM",
"4468","svchost","C:\Windows\System32\svchost.exe","4/6/2026 5:33:09 PM",
"4616","svchost","C:\Windows\system32\svchost.exe","4/6/2026 5:23:59 PM",
"5232","svchost","C:\Windows\system32\svchost.exe","4/6/2026 5:24:00 PM",
"5352","svchost","C:\Windows\System32\svchost.exe","4/6/2026 5:24:00 PM",
"5544","svchost","C:\Windows\system32\svchost.exe","4/6/2026 5:24:01 PM",
"6432","svchost",,"4/6/2026 5:33:10 PM",
"6768","svchost","C:\Windows\System32\svchost.exe","4/6/2026 5:25:37 PM",
"6848","svchost","C:\Windows\system32\svchost.exe","4/6/2026 5:25:37 PM",
"4","System",,"4/6/2026 5:23:04 PM",
"5124","taskhostw","C:\Windows\system32\taskhostw.exe","4/6/2026 5:24:00 PM",
"3632","vds","C:\Windows\System32\vds.exe","4/6/2026 5:23:37 PM",
"3124","VGAuthService","C:\Program Files\VMware\VMware Tools\VMware VGAuth\VGAuthService.exe","4/6/2026 5:23:36 PM",
"3092","vm3dservice","C:\Windows\system32\vm3dservice.exe","4/6/2026 5:23:36 PM",
"3352","vm3dservice","C:\Windows\system32\vm3dservice.exe","4/6/2026 5:23:36 PM",
"3960","vmcompute","C:\Windows\system32\vmcompute.exe","4/6/2026 5:23:37 PM",
"3108","vmms","C:\Windows\system32\vmms.exe","4/6/2026 5:23:36 PM",
"3100","vmtoolsd","C:\Program Files\VMware\VMware Tools\vmtoolsd.exe","4/6/2026 5:23:36 PM",
"6204","vmtoolsd","C:\Program Files\VMware\VMware Tools\vmtoolsd.exe","4/6/2026 5:24:18 PM",
"4760","vmwp","C:\Windows\System32\vmwp.exe","4/6/2026 5:23:42 PM",
"540","wininit",,"4/6/2026 5:23:05 PM",
"608","winlogon","C:\Windows\system32\winlogon.exe","4/6/2026 5:23:05 PM",
"3660","WmiPrvSE","C:\Windows\system32\wbem\wmiprvse.exe","4/6/2026 5:23:37 PM",
"4312","WmiPrvSE","C:\Windows\system32\wbem\wmiprvse.exe","4/6/2026 5:23:38 PM",
"4256","wsmprovhost","C:\Windows\system32\wsmprovhost.exe","4/6/2026 6:50:00 PM",
