TimeGenerated,EventID,Computer,Provider,Channel,RecordID,Level,AADDomainJoin,ADDomainJoin,AccountName,AdaptiveTargetState,Address,AddressLength,AppPoolID,AttemptedRecoveryEnforcementSucceeded,BackupPath,Binary,BitlockerUserInputTime,BootId,BootMenuPolicy,BootMode,BootStatusPolicy,BootType,BucketConfidenceLevel,BucketId,BuildVersion,CallerProcessId,CallerProcessImageName,Caption,ChannelPath,ClientPID,ClientProcessId,ClientProcessStartKey,CmosTime,Command line,CommandLine,CommandLineLength,ComputerName,Config,ConfigurationReader,CorruptionActionState,CountNew,CountOld,CurrentBias,CurrentTimeZoneID,DCName,Data_text,Data_text_0,Data_text_1,Data_text_2,Data_text_3,Data_text_4,Data_text_5,Data_text_6,Default SD String:,DeviceAttributes,DeviceInstance,DeviceInstanceLength,DeviceName,DeviceNameLength,DeviceObject,DeviceTime,DeviceVersionMajor,DeviceVersionMinor,DirtyPages,DomainController,DomainPeer,DriveName,DueTime,DwordVal,EfiDaylightFlags,EfiTime,EfiTimeZoneBias,EnableDisableReason,EnabledNew,Endpoint,EntryCount,ErrorCode,ErrorDescription,ErrorMessage,ErrorString,ExecutablePath,ExitReason,FailureReason,FilePath,FileStartTime,FinalStatus,FirstRefresh,GPOCNName,GracePeriod,Group,GroupName,HRESULT,HResult,HalRtcErrorCode,HardwareChecks,HiveName,HiveNameLength,Host OS Build number,Host OS Major version,Host OS Minor version,Host OS Service pack major number,Host OS Service pack minor number,IdleImplementation,IdleStateCount,ImagePath,Installation choice,InternalBootFlags,IsAutoEnabled,IsLicensed,IsSoftBoot,IsTestConfig,IsUnattended,KeysUpdated,LastBootGood,LastBootId,LastShutdownGood,LoadOptions,LoaderTime,LookupType,MajorVersion,MaximumPerformancePercent,Message,MinimumPasswordLength,MinimumPasswordLengthAudit,MinimumPerformancePercent,MinimumThrottlePercent,MinorVersion,Minutes,MonitorReason,Name,NewLatchTimerNeeded,NewLatchTimerWaitingSystemUpdateCompletion,NewSchemeGuid,NewSize,NewTime,NewTimerNeeded,NewTimerWaitingUpdateCompletion,NextSessionId,NextSessionType,NextUpdate,NominalFrequency,Number,Number of RPC methods:,NumberOfGroupPolicyObjects,OCSPResponderURL,OSEditionID,OSName,OSbuildversion,OSmajorversion,OSminorversion,OSservicepackName,OSservicepackmajorversion,OSservicepackminorversion,OldSchemeGuid,OldTime,OriginalSize,Parent Process 1,Parent Process 10,Parent Process 2,Parent Process 3,Parent Process 4,Parent Process 5,Parent Process 6,Parent Process 7,Parent Process 8,Parent Process 9,PerformanceImplementation,Phase,PolicyFileExists,PowerStateAc,PreviousEnergyCapacityAtEnd,PreviousEnergyCapacityAtStart,PreviousFullEnergyCapacityAtEnd,PreviousFullEnergyCapacityAtStart,PreviousLatchTimerExistsButDisabled,PreviousSessionDurationInUs,PreviousSessionId,PreviousSessionType,PreviousTimerExists,PreviousTimerExistsButDisabled,PreviousTimerStartTime,ProcessID,ProcessId,ProcessImageFileNameWin32,ProcessName,ProcessNameLength,ProcessPath,ProcessPid,ProcessingMode,ProcessingTimeInMilliseconds,QfeVersion,QueryName,RealTimeIsUniversal,Reason,RelaxMinimumPasswordLengthLimits,ReserveStatus,RetryMinutes,RunningMode,ServiceName,ServiceType,ServiceVersion,ShutdownActionType,ShutdownDuration,ShutdownEventCode,ShutdownReason,Sid,StartTime,StartType,State,Status,StopTime,SubjectDomainName,SubjectUserName,Success,SupportInfo1,SupportInfo2,SupportedFeatures,SystemInCmosMode,SystemTime,TSId,ThisUpdate,Throttle Window:,TimeDeltaInMs,TimeRemainingToSetLocalClockFreeRunningSeconds,TimeZoneBias,TimeZoneInfoCacheUpdated,Type,UnsynchronizedTimeSeconds,UpdateReason,UpdateType,Url,UrlGroupId,UserSid,Version,VetoingDevices,VetoingDevicesLength,VsmPolicy,attributes_Name,attributes_xmlns,error,errorCode,param1,param10,param11,param2,param3,param4,param5,param6,param7,param8,param9,serviceGuid,spn1,spn2,updateGuid,updateRevisionNumber,updateTitle,win32Error
2026-03-26T05:14:52.528477Z,27,WIN-N4R0DVP0PKP,Microsoft-Windows-Kernel-Boot,System,11,4,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, NOEXECUTE=OPTOUT  FVEBOOT=2666496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-26T05:14:52.528518Z,18,WIN-N4R0DVP0PKP,Microsoft-Windows-Kernel-Boot,System,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-26T05:14:52.528528Z,32,WIN-N4R0DVP0PKP,Microsoft-Windows-Kernel-Boot,System,13,4,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-26T05:14:52.532056Z,20,WIN-N4R0DVP0PKP,Microsoft-Windows-Kernel-General,System,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-26T05:14:52.572398Z,16,WIN-N4R0DVP0PKP,Microsoft-Windows-HAL,System,15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-26T05:14:56.477674Z,6,WIN-N4R0DVP0PKP,Microsoft-Windows-FilterManager,System,16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wof,3,,2089-07-14T19:58:05.000000Z,10,0,,,,,,,,,,,,,,,,,,,,,,,0x0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-26T05:14:56.479057Z,6,WIN-N4R0DVP0PKP,Microsoft-Windows-FilterManager,System,17,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WdFilter,8,,2028-06-06T02:57:32.000000Z,10,0,,,,,,,,,,,,,,,,,,,,,,,0x0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-26T05:14:56.736814Z,98,WIN-N4R0DVP0PKP,Microsoft-Windows-Ntfs,System,18,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,\Device\HarddiskVolume3,,,,,,,,,C:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-26T05:14:56.801301Z,6,WIN-N4R0DVP0PKP,Microsoft-Windows-FilterManager,System,19,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FileCrypt,9,,2075-08-31T15:07:07.000000Z,10,0,,,,,,,,,,,,,,,,,,,,,,,0x0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-26T05:14:57.073185Z,55,WIN-N4R0DVP0PKP,Microsoft-Windows-Kernel-Processor-Power,System,20,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,100,,,,100,100,,,,,,,,,,,,,,,2688,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-26T05:14:57.076436Z,55,WIN-N4R0DVP0PKP,Microsoft-Windows-Kernel-Processor-Power,System,21,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,100,,,,100,100,,,,,,,,,,,,,,,2688,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-26T05:14:57.078469Z,55,WIN-N4R0DVP0PKP,Microsoft-Windows-Kernel-Processor-Power,System,22,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,100,,,,100,100,,,,,,,,,,,,,,,2688,2,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-26T05:14:57.080698Z,55,WIN-N4R0DVP0PKP,Microsoft-Windows-Kernel-Processor-Power,System,23,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,100,,,,100,100,,,,,,,,,,,,,,,2688,3,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-26T05:14:57.302805Z,6,WIN-N4R0DVP0PKP,Microsoft-Windows-FilterManager,System,24,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,npsvctrig,9,,1978-05-14T02:13:30.000000Z,10,0,,,,,,,,,,,,,,,,,,,,,,,0x0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-26T05:14:57.340149Z,172,WIN-N4R0DVP0PKP,Microsoft-Windows-Kernel-Power,System,25,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-26T05:14:57.343069Z,16,WIN-N4R0DVP0PKP,Microsoft-Windows-Kernel-General,System,26,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\SystemRoot\System32\Config\SAM,31,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-26T05:14:57.344607Z,16,WIN-N4R0DVP0PKP,Microsoft-Windows-Kernel-General,System,27,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\SystemRoot\System32\Config\SECURITY,36,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-26T05:14:57.350750Z,16,WIN-N4R0DVP0PKP,Microsoft-Windows-Kernel-General,System,28,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\SystemRoot\System32\Config\DEFAULT,35,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-26T05:14:57.843843Z,16,WIN-N4R0DVP0PKP,Microsoft-Windows-Kernel-General,System,29,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\SystemRoot\System32\Config\SOFTWARE,36,,,,,,,,,,,,,,,,273535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-26T05:14:58.103204Z,16,WIN-N4R0DVP0PKP,Microsoft-Windows-Kernel-General,System,30,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\Device\HarddiskVolume1\EFI\Microsoft\Boot\BCD,46,,,,,,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
