TimeGenerated,EventID,Computer,Provider,Channel,RecordID,Level,AccountName,AddServiceStatus,AdditionalInfo,Address,AddressLength,BackupPath,Binary,BitlockerUserInputTime,BootMenuPolicy,BootMode,BootStatusPolicy,BootType,BucketConfidenceLevel,BucketId,BuildVersion,CacheFlushNeeded,CacheFlushSupported,ChannelPath,ClientProcessId,ClientProcessStartKey,ComputerName,Config,CorruptionActionState,CountNew,CountOld,CurrentStratumNumber,DCName,Data_text,Data_text_0,Data_text_1,Data_text_2,Data_text_3,Data_text_4,Data_text_5,Data_text_6,Default SD String:,DeviceAttributes,DeviceInstanceID,DeviceName,DeviceNameLength,DeviceObject,DeviceTime,DeviceVersionMajor,DeviceVersionMinor,DirtyPages,DisabledLoadOption,DomainPeer,DriveName,DriverDescription,DriverFileName,DriverName,DriverNameLength,DriverProvider,DriverVersion,DwordVal,EnableDisableReason,Enabled,EnabledFeatures,EnabledNew,EntryCount,Error,ErrorCode,ErrorDescription,ErrorMessage,ErrorString,FailureName,FailureNameLength,FinalStatus,Flags,Group,GroupName,HResult,HardwareEnabled,HardwarePresent,HiveName,HiveNameLength,HostOSName,HostOSbuildversion,HostOSmajorversion,HostOSminorversion,HostOSservicepackName,HostOSservicepackmajorversion,HostOSservicepackminorversion,HostOSwasWindowsPE,IdleImplementation,IdleStateCount,ImageName,ImagePath,InstallStatus,Installwasanupgrade,InternalInfo,IsDriverOEM,IsTestConfig,KeysUpdated,LastBootGood,LastBootId,LastShutdownGood,LoadOptions,MajorVersion,MaximumPerformancePercent,MinimumPasswordLength,MinimumPasswordLengthAudit,MinimumPerformancePercent,MinimumThrottlePercent,MinorVersion,Name,NewSchemeGuid,NewSize,NewTime,NicFName,NicFNameLen,NicName,NicNameLen,NominalFrequency,NormalProcessId,NotAffectedAtom,NotAffectedRdclNo,Number,Number of RPC methods:,NumberOfGroupPolicyObjects,OSEditionID,OSName,OSbuildversion,OSmajorversion,OSminorversion,OSservicepackName,OSservicepackmajorversion,OSservicepackminorversion,OldSchemeGuid,OldTime,Operation,OriginalSize,OwnerService,ParentHypervisorFlushes,PerformanceImplementation,Policy,PortFName,PortFNameLen,PortName,PortNameLen,PrimaryService,Problems,ProcessID,ProcessName,ProcessPath,ProcessPid,ProcessingMode,ProcessingTimeInMilliseconds,Protocol,PublisherGuid,QfeVersion,QueryName,Reason,RebootOption,RetryMinutes,SchedulerType,ServiceName,ServiceType,ServiceVersion,SetupClass,ShutdownActionType,ShutdownEventCode,ShutdownReason,SmtEnabled,StartTime,StartType,State,Status,StopTime,SubjectDomainName,SubjectUserName,SupportInfo1,SupportInfo2,SwitchFName,SwitchFNameLen,SwitchName,SwitchNameLen,TSId,Target,Throttle Window:,TimeOffsetSeconds,TimeProvider,TimeSource,TimeSourceRefId,TrustletIdentity,UpdateReason,UpdateService,UpdateType,UpgradeDevice,Url,UserSid,VMId,VMIdLen,VMName,VMNameLen,Version,VsmPolicy,attributes_Name,attributes_xmlns,error,errorCode,param1,param10,param11,param2,param3,param4,param5,param6,param7,param8,param9,serviceGuid,spn1,spn2,updateGuid,updateRevisionNumber,updateTitle
2025-06-08T23:31:23.489659Z,6,WIN-P4PGN19G2KB,Microsoft-Windows-FilterManager,System,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WdFilter,8,,2070-12-04T12:41:44.000000Z,10,0,,,,,,,,,,,,,,,,,,,,,,,,0x0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T23:31:23.662605Z,98,WIN-P4PGN19G2KB,Microsoft-Windows-Ntfs,System,12,4,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,\Device\HarddiskVolume4,,,,,,,,,C:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T23:31:23.685454Z,6,WIN-P4PGN19G2KB,Microsoft-Windows-FilterManager,System,13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FileCrypt,9,,2034-08-13T07:30:12.000000Z,10,0,,,,,,,,,,,,,,,,,,,,,,,,0x0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T23:31:23.752198Z,6,WIN-P4PGN19G2KB,Microsoft-Windows-FilterManager,System,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,npsvctrig,9,,2037-02-22T23:11:04.000000Z,10,0,,,,,,,,,,,,,,,,,,,,,,,,0x0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T23:31:23.781244Z,172,WIN-P4PGN19G2KB,Microsoft-Windows-Kernel-Power,System,15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T23:31:23.835878Z,"{'#attributes': {'Qualifiers': 16390}, '#text': 2}",WIN-P4PGN19G2KB,Serial,System,16,4,,,,,,,000008000200300000000000020006400F0000000000000000000000000000000000000000000000F803000000000000,,,,,,,,,,,,,,,,,,,,,,\Device\Serial0,\Device\Serial0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T23:31:23.888239Z,55,WIN-P4PGN19G2KB,Microsoft-Windows-Kernel-Processor-Power,System,17,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,100,,,100,100,,,,,,,,,,3400,,,,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T23:31:23.889318Z,55,WIN-P4PGN19G2KB,Microsoft-Windows-Kernel-Processor-Power,System,18,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,100,,,100,100,,,,,,,,,,3400,,,,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T23:31:24.051210Z,98,WIN-P4PGN19G2KB,Microsoft-Windows-Ntfs,System,19,4,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,\Device\HarddiskVolume1,,,,,,,,,\\?\Volume{b201937d-6d9a-48d9-97d0-8c62ad1c9720},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T23:31:24.479642Z,16,WIN-P4PGN19G2KB,Microsoft-Windows-Kernel-General,System,20,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\SystemRoot\System32\Config\SOFTWARE,36,,,,,,,,,,,,,,,,,,256960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T23:31:24.483472Z,16,WIN-P4PGN19G2KB,Microsoft-Windows-Kernel-General,System,21,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\SystemRoot\System32\Config\SAM,31,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T23:31:24.513980Z,16,WIN-P4PGN19G2KB,Microsoft-Windows-Kernel-General,System,22,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\SystemRoot\System32\config\DRIVERS,35,,,,,,,,,,,,,,,,,,20035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T23:31:24.514460Z,16,WIN-P4PGN19G2KB,Microsoft-Windows-Kernel-General,System,23,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\SystemRoot\System32\Config\DEFAULT,35,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T23:31:24.514504Z,16,WIN-P4PGN19G2KB,Microsoft-Windows-Kernel-General,System,24,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\SystemRoot\System32\Config\SECURITY,36,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T23:31:24.615166Z,16,WIN-P4PGN19G2KB,Microsoft-Windows-Kernel-General,System,25,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\Device\HarddiskVolume2\EFI\Microsoft\Boot\BCD,46,,,,,,,,,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T23:31:24.801773Z,14,WIN-P4PGN19G2KB,Microsoft-Windows-Wininit,System,26,4,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T23:31:24.940780Z,16962,WIN-P4PGN19G2KB,Microsoft-Windows-Directory-Services-SAM,System,27,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O:SYG:SYD:(A;;RC;;;BA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMMSG_RESTRICT_REMOTE_SAM_DEFAULT_SD,,,,,,,,,,,,,,,,,,,,
2025-06-08T23:31:24.948332Z,16977,WIN-P4PGN19G2KB,Microsoft-Windows-Directory-Services-SAM,System,28,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMMSG_MINPWDLEN_SETTINGS_IN_EFFECT,,,,,,,,,,,,,,,,,,,,
2025-06-08T23:31:24.948334Z,16983,WIN-P4PGN19G2KB,Microsoft-Windows-Directory-Services-SAM,System,29,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAMMSG_AUDIT_LEGACY_PWD_RPC_METHODS_OFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T23:31:25.006925Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",WIN-P4PGN19G2KB,Service Control Manager,System,30,4,,,,,,,50006C007500670050006C00610079002F0034000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PlugPlay,,,running,,,,,,,,,,,,,
2025-06-08T23:31:25.116453Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",WIN-P4PGN19G2KB,Service Control Manager,System,31,4,,,,,,,50006F007700650072002F0034000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Power,,,running,,,,,,,,,,,,,
2025-06-08T23:31:25.147573Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",WIN-P4PGN19G2KB,Service Control Manager,System,32,4,,,,,,,440063006F006D004C00610075006E00630068002F0034000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DcomLaunch,,,running,,,,,,,,,,,,,
2025-06-08T23:31:25.255320Z,16,WIN-P4PGN19G2KB,Microsoft-Windows-Kernel-General,System,33,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,\??\C:\Windows\ServiceProfiles\NetworkService\NTUSER.DAT,56,,,,,,,,,,,,,,,,,,551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08T23:31:25.319736Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",WIN-P4PGN19G2KB,Service Control Manager,System,34,4,,,,,,,5200700063004500700074004D00610070007000650072002F0034000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RpcEptMapper,,,running,,,,,,,,,,,,,
2025-06-08T23:31:25.335233Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",WIN-P4PGN19G2KB,Service Control Manager,System,35,4,,,,,,,520070006300530073002F0034000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RpcSs,,,running,,,,,,,,,,,,,
