TimeGenerated,EventID,Computer,Provider,Channel,RecordID,Level,AccountName,Address,AddressLength,AppPoolID,BackupPath,Binary,BitlockerUserInputTime,BootMenuPolicy,BootMode,BootStatusPolicy,BootType,BuildVersion,ChannelPath,Config,ConfigurationReader,CorruptionActionState,CountNew,CountOld,CurrentBias,CurrentTimeZoneID,DCName,Data_text,Data_text_0,Data_text_1,Data_text_2,Data_text_3,Data_text_4,Data_text_5,Data_text_6,Default SD String:,DeviceName,DeviceNameLength,DeviceObject,DeviceTime,DeviceVersionMajor,DeviceVersionMinor,DirtyPages,Domain,DriveName,DwordVal,EfiDaylightFlags,EfiTime,EfiTimeZoneBias,EnableDisableReason,EnabledNew,EntryCount,Error,ErrorCode,ErrorMessage,ExitReason,FailureReason,FinalStatus,FirstRefresh,Group,HiveName,HiveNameLength,IdleImplementation,IdleStateCount,ImagePath,IsTestConfig,KeysUpdated,LastBootGood,LastBootId,LastShutdownGood,LoadOptions,MajorVersion,MaximumPerformancePercent,MinimumPasswordLength,MinimumPasswordLengthAudit,MinimumPerformancePercent,MinimumThrottlePercent,MinorVersion,Minutes,Name,NewSchemeGuid,NewSize,NewTime,NextUpdate,NominalFrequency,Number,NumberOfGroupPolicyObjects,OCSPResponderURL,OldSchemeGuid,OldTime,OriginalSize,PerformanceImplementation,ProcessID,ProcessName,ProcessPath,ProcessPid,ProcessingMode,ProcessingTimeInMilliseconds,Protocol,QfeVersion,QueryName,Reason,RelaxMinimumPasswordLengthLimits,RunningMode,ServiceName,ServiceType,ServiceVersion,ShutdownActionType,ShutdownEventCode,ShutdownReason,StartTime,StartType,State,Status,StopTime,SubjectDomainName,SubjectUserName,SupportInfo1,SupportInfo2,TSId,Target,ThisUpdate,TimeZoneInfoCacheUpdated,Type,UpdateReason,Url,UserName,UserSid,Username,VsmPolicy,attributes_Name,attributes_xmlns,error,errorCode,param1,param10,param11,param2,param3,param4,param5,param6,param7,param8,param9,serviceGuid,spn1,spn2,updateGuid,updateRevisionNumber,updateTitle
2026-05-25T15:05:42.095454Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10264,4,,,,,,7300700070007300760063002F0034000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Software Protection,,,running,,,,,,,,,,,,,
2026-05-25T15:05:42.111053Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10265,4,,,,,,770075006100750073006500720076002F0034000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows Update,,,running,,,,,,,,,,,,,
2026-05-25T15:05:45.240250Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10266,4,,,,,,73006D00700068006F00730074002F0034000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Microsoft Storage Spaces SMP,,,running,,,,,,,,,,,,,
2026-05-25T15:05:55.244877Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10267,4,,,,,,5700620069006F0053007200760063002F0034000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows Biometric Service,,,running,,,,,,,,,,,,,
2026-05-25T15:06:04.149475Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10268,4,,,,,,77006C00690064007300760063002F0034000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Microsoft Account Sign-in Assistant,,,running,,,,,,,,,,,,,
2026-05-25T15:06:16.377170Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10269,4,,,,,,7300700070007300760063002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Software Protection,,,stopped,,,,,,,,,,,,,
2026-05-25T15:09:04.173470Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10270,4,,,,,,77006C00690064007300760063002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Microsoft Account Sign-in Assistant,,,stopped,,,,,,,,,,,,,
2026-05-25T15:09:13.280719Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10271,4,,,,,,5700620069006F0053007200760063002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows Biometric Service,,,stopped,,,,,,,,,,,,,
2026-05-25T15:10:34.287166Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10272,4,,,,,,7300700070007300760063002F0034000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Software Protection,,,running,,,,,,,,,,,,,
2026-05-25T15:10:43.275976Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10273,4,,,,,,41007000700058005300760063002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AppX Deployment Service (AppXSVC),,,stopped,,,,,,,,,,,,,
2026-05-25T15:11:04.691101Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10274,4,,,,,,7300700070007300760063002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Software Protection,,,stopped,,,,,,,,,,,,,
2026-05-25T15:12:13.846772Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10275,4,,,,,,4E0065007400530065007400750070005300760063002F0034000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Network Setup Service,,,running,,,,,,,,,,,,,
2026-05-25T15:13:46.807111Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10276,4,,,,,,4E0065007400530065007400750070005300760063002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Network Setup Service,,,stopped,,,,,,,,,,,,,
2026-05-25T15:15:57.368596Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10277,4,,,,,,770075006100750073006500720076002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows Update,,,stopped,,,,,,,,,,,,,
2026-05-25T15:16:03.980628Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10278,4,,,,,,77006C00690064007300760063002F0034000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Microsoft Account Sign-in Assistant,,,running,,,,,,,,,,,,,
2026-05-25T15:16:03.996331Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10279,4,,,,,,4100700070004D0067006D0074002F0034000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Application Management,,,running,,,,,,,,,,,,,
2026-05-25T15:20:45.287695Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10280,4,,,,,,73006D00700068006F00730074002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Microsoft Storage Spaces SMP,,,stopped,,,,,,,,,,,,,
2026-05-25T15:22:03.949286Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10281,4,,,,,,77006C00690064007300760063002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Microsoft Account Sign-in Assistant,,,stopped,,,,,,,,,,,,,
2026-05-25T15:22:13.825695Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10282,4,,,,,,4E0065007400530065007400750070005300760063002F0034000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Network Setup Service,,,running,,,,,,,,,,,,,
2026-05-25T15:23:46.807183Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10283,4,,,,,,4E0065007400530065007400750070005300760063002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Network Setup Service,,,stopped,,,,,,,,,,,,,
2026-05-25T15:26:03.887571Z,"{'#attributes': {'Qualifiers': 0}, '#text': 4107}",dc.scaffold.htb,Display,System,10284,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-25T15:26:08.287585Z,"{'#attributes': {'Qualifiers': 0}, '#text': 4107}",dc.scaffold.htb,Display,System,10285,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-25T15:32:14.060873Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10286,4,,,,,,4E0065007400530065007400750070005300760063002F0034000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Network Setup Service,,,running,,,,,,,,,,,,,
2026-05-25T15:33:46.986823Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10287,4,,,,,,4E0065007400530065007400750070005300760063002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Network Setup Service,,,stopped,,,,,,,,,,,,,
2026-05-25T15:36:26.509766Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10288,4,,,,,,77006C00690064007300760063002F0034000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Microsoft Account Sign-in Assistant,,,running,,,,,,,,,,,,,
2026-05-25T15:39:49.157859Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10289,4,,,,,,65006400670065007500700064006100740065002F0034000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Microsoft Edge Update Service (edgeupdate),,,running,,,,,,,,,,,,,
2026-05-25T15:40:34.723026Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10290,4,,,,,,7300700070007300760063002F0034000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Software Protection,,,running,,,,,,,,,,,,,
2026-05-25T15:41:05.045730Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10291,4,,,,,,7300700070007300760063002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Software Protection,,,stopped,,,,,,,,,,,,,
2026-05-25T15:41:23.391620Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10292,4,,,,,,65006400670065007500700064006100740065002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Microsoft Edge Update Service (edgeupdate),,,stopped,,,,,,,,,,,,,
2026-05-25T15:42:13.891125Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10293,4,,,,,,4E0065007400530065007400750070005300760063002F0034000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Network Setup Service,,,running,,,,,,,,,,,,,
2026-05-25T15:42:26.450726Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10294,4,,,,,,77006C00690064007300760063002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Microsoft Account Sign-in Assistant,,,stopped,,,,,,,,,,,,,
2026-05-25T15:44:09.808452Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10295,4,,,,,,77006C00690064007300760063002F0034000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Microsoft Account Sign-in Assistant,,,running,,,,,,,,,,,,,
2026-05-25T15:46:06.150936Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10296,4,,,,,,4E0065007400530065007400750070005300760063002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Network Setup Service,,,stopped,,,,,,,,,,,,,
2026-05-25T15:50:09.744356Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10297,4,,,,,,77006C00690064007300760063002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Microsoft Account Sign-in Assistant,,,stopped,,,,,,,,,,,,,
2026-05-25T15:52:13.937941Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10298,4,,,,,,4E0065007400530065007400750070005300760063002F0034000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Network Setup Service,,,running,,,,,,,,,,,,,
2026-05-25T15:52:42.693095Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10299,4,,,,,,6D00730069007300650072007600650072002F0034000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows Installer,,,running,,,,,,,,,,,,,
2026-05-25T15:52:45.308087Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10300,4,,,,,,41007000700058005300760063002F0034000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AppX Deployment Service (AppXSVC),,,running,,,,,,,,,,,,,
2026-05-25T15:53:46.882024Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 7036}",dc.scaffold.htb,Service Control Manager,System,10301,4,,,,,,4E0065007400530065007400750070005300760063002F0031000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Network Setup Service,,,stopped,,,,,,,,,,,,,
